codgeo,libgeo,code_epci,n_gares,n_equipements,n_carreaux,pop_insee,pct_habitat_gare_3,pct_equipements_gare_3
21705,Villotte-Saint-Seine,200039063,0,1,7,69,,
21706,Villotte-sur-Ource,242101434,0,1,7,98,,
21707,Villy-en-Auxois,200071017,0,3,17,204,,
21708,Villy-le-Moutier,200070894,0,2,33,339,0.0,0.0
21709,Viserny,242101491,0,2,13,176,0.0,0.0
21710,Vitteaux,200071017,0,21,40,804,,
21711,Vix,242101434,0,1,7,107,,
21712,Volnay,200006682,0,2,15,210,0.0,0.0
21713,Vonges,200070902,0,2,14,260,0.0,0.0
21714,Vosne-Romanée,200070894,0,2,20,320,100.0,100.0
21715,Voudenay,200071173,0,1,37,171,,
21716,Vougeot,200070894,0,5,3,64,100.0,100.0
21717,Voulaines-les-Templiers,242101434,0,7,12,190,,
22001,Allineuc,200067460,0,4,96,466,,
22002,Andel,200069391,0,7,86,1090,3.4,0.0
22003,Aucaleuc,200068989,0,5,51,941,0.0,0.0
22004,Bégard,200067981,0,40,345,4544,5.86,2.5
22005,Belle-Isle-en-Terre,200067981,0,13,71,775,0.0,0.0
22006,Berhet,200065928,0,3,20,206,0.0,0.0
22008,Bobital,200068989,0,4,57,1111,0.0,0.0
22009,Le Bodéo,200069409,0,1,42,162,0.0,0.0
22011,Boqueho,200069086,0,6,152,1020,0.0,0.0
22012,La Bouillie,200069391,0,5,82,723,0.0,0.0
22013,Bourbriac,200067981,1,20,349,2104,6.56,5.0
22014,Bourseul,200068989,0,8,125,1034,0.0,0.0
22015,Bréhand,200069391,0,12,185,1564,0.0,0.0
22016,Île-de-Bréhat,ZZZZZZZZZ,0,9,54,338,,
22018,Brélidy,200067981,0,2,52,305,68.2,100.0
22019,Bringolo,200069086,0,3,52,386,0.0,0.0
22020,Broons,200068989,1,37,209,2691,79.97,100.0
22021,Brusvily,200068989,0,8,70,1149,0.0,0.0
22023,Bulat-Pestivien,200067981,0,4,98,364,45.95,0.0
22024,Calanhel,200067981,0,5,50,180,0.0,0.0
22025,Callac,200067981,2,25,185,1999,98.5,100.0
22026,Calorguen,200068989,0,2,46,674,0.0,0.0
22027,Le Cambout,200067460,0,2,81,404,,
22028,Camlez,200065928,0,5,102,860,0.0,0.0
22029,Canihuel,242200715,0,3,89,304,0.0,0.0
22030,Caouënnec-Lanvézéac,200065928,0,6,78,858,0.0,0.0
22031,Carnoët,200067981,0,9,138,570,19.82,0.0
22032,Caulnes,200068989,1,22,212,2416,87.71,95.45
22033,Caurel,200067460,0,2,61,376,,
22034,Cavan,200065928,0,15,137,1428,0.0,0.0
22035,Les Champs-Géraux,200068989,0,4,103,974,0.0,0.0
22036,La Chapelle-Blanche,200068989,0,1,40,175,71.43,100.0
22037,La Chapelle-Neuve,200067981,0,2,79,279,12.9,0.0
22039,La Chèze,200067460,0,15,14,278,,
22040,Coadout,200067981,0,5,62,519,0.0,0.0
22041,Coatascorn,200065928,0,1,56,260,0.0,0.0
22042,Coatréven,200065928,0,8,69,448,0.0,0.0
22043,Coëtlogon,200067460,0,3,51,221,,
22044,Coëtmieux,200069391,0,11,81,1739,0.0,0.0
22045,Cohiniac,200069086,0,3,59,322,0.0,0.0
22046,Le Mené,200067460,0,54,877,6251,,
22047,Corlay,200067460,0,21,66,792,,
22048,Corseul,200068989,0,14,256,2050,58.01,92.86
22049,Créhen,200068989,0,14,147,1462,0.0,0.0
22050,Dinan,200068989,1,89,148,12040,99.72,100.0
22052,Duault,200067981,1,6,88,334,49.93,66.67
22053,Éréac,200069391,0,9,115,606,0.0,0.0
22054,Erquy,200069391,0,35,309,4144,0.0,0.0
22055,Binic-Étables-sur-Mer,200069409,0,39,234,6552,0.0,0.0
22056,Évran,200068989,0,16,131,1558,0.0,0.0
22057,Le Faouët,200069086,0,4,54,354,0.0,0.0
22059,Le Fœil,200069409,0,5,156,1275,0.0,0.0
22060,Gausson,200067460,0,6,106,620,,
22061,Glomel,242200715,0,8,272,1367,0.0,0.0
22062,Gomené,200067460,0,4,111,532,,
22063,Gommenec'h,200069086,0,3,79,520,0.0,0.0
22064,Gouarec,242200715,0,12,33,482,0.0,0.0
22065,Goudelin,200069086,0,12,196,1630,0.0,0.0
22067,Grâces,200067981,1,19,134,2156,93.44,100.0
22068,Grâce-Uzel,200067460,0,7,62,404,,
22069,Guenroc,200068989,0,1,30,225,0.0,0.0
22070,Guingamp,200067981,1,57,55,4518,100.0,100.0
22071,Guitté,200068989,0,11,89,645,14.65,0.0
22072,Gurunhuel,200067981,0,3,84,348,42.96,0.0
22073,La Harmoye,200069409,0,7,73,360,0.0,0.0
22074,Le Haut-Corlay,200067460,0,5,84,532,,
22075,Hémonstoir,200067460,0,9,61,642,,
22076,Hénanbihen,200069391,0,11,181,1425,0.0,0.0
22077,Hénansal,200069391,0,13,165,1154,0.0,0.0
22079,Hénon,200069391,0,13,256,2099,0.0,0.0
22081,Hillion,200069409,0,33,271,3884,28.06,54.55
22082,Le Hinglé,200068989,0,7,29,526,0.0,0.0
22083,Illifaut,200067460,0,9,126,662,,
22084,Jugon-les-Lacs - Commune nouvelle,200069391,0,19,262,2461,25.78,15.79
22085,Kerbors,200065928,0,1,58,264,0.0,0.0
22086,Kerfot,200067981,0,4,61,600,0.0,0.0
22087,Kergrist-Moëlou,242200715,0,7,130,526,0.0,0.0
22088,Kerien,200067981,0,4,48,258,0.0,0.0
22090,Kermaria-Sulard,200065928,0,6,83,1092,0.0,0.0
22091,Kermoroc'h,200067981,0,3,49,409,90.95,100.0
22092,Kerpert,200067981,0,5,61,238,0.0,0.0
22093,Lamballe-Armor,200069391,1,126,1039,16748,55.81,76.98
22094,Lancieux,243500725,0,6,96,1645,,
22095,Landebaëron,200067981,0,2,33,139,79.14,100.0
22096,Landébia,200068989,0,8,31,426,0.0,0.0
22097,La Landec,200068989,0,6,60,638,0.0,0.0
22098,Landéhen,200069391,0,6,97,1243,0.0,0.0
22099,Lanfains,200069409,0,4,115,934,0.0,0.0
22101,Langoat,200065928,0,7,146,1094,0.0,0.0
22103,Langrolay-sur-Rance,200068989,0,5,45,978,0.0,0.0
22104,Languédias,200068989,0,2,55,487,0.0,0.0
22105,Languenan,200068989,1,8,98,1095,86.71,87.5
22106,Langueux,200069409,0,47,148,7568,4.02,25.53
22107,Bon Repos sur Blavet,242200715,0,13,209,1148,0.0,0.0
22108,Lanleff,200067981,0,1,13,116,0.0,0.0
22109,Lanloup,200067981,0,1,19,190,0.0,0.0
22110,Lanmérin,200065928,0,3,33,454,0.0,0.0
22111,Lanmodez,200065928,0,3,53,324,0.0,0.0
22112,Lannebert,200069086,0,1,56,374,0.0,0.0
22113,Lannion,200065928,1,120,566,18116,79.34,81.67
22114,Lanrelas,200069391,0,7,156,834,0.0,0.0
22115,Lanrivain,242200715,0,5,101,378,0.0,0.0
22116,Lanrodec,200069086,0,11,142,1148,0.0,0.0
22117,Lantic,200069409,0,9,100,1800,0.0,0.0
22118,Lanvallay,200068989,0,27,147,4053,67.44,96.3
22119,Lanvellec,200065928,0,6,104,544,7.81,0.0
22121,Lanvollon,200069086,0,21,60,1605,0.0,0.0
22122,Laurenan,200067460,0,6,132,679,,
22124,Lescouët-Gouarec,242200715,0,3,46,158,0.0,0.0
22126,Le Leslay,200069409,0,1,19,92,0.0,0.0
22127,Lézardrieux,200065928,0,12,137,1560,0.0,0.0
22128,Locarn,242200715,1,3,103,389,16.2,0.0
22129,Loc-Envel,200067981,0,1,15,68,0.0,0.0
22131,Loguivy-Plougras,200065928,0,9,186,858,0.0,0.0
22132,Lohuec,200067981,0,3,61,188,0.0,0.0
22133,Loscouët-sur-Meu,200067460,0,5,108,611,,
22134,Louannec,200065928,0,16,171,3064,0.0,0.0
22135,Louargat,200067981,1,17,325,2190,35.61,23.53
22136,Loudéac,200067460,0,97,500,9622,,
22137,Maël-Carhaix,242200715,0,18,189,1418,0.0,0.0
22138,Maël-Pestivien,200067981,0,6,79,312,0.0,0.0
22139,Magoar,200067981,0,2,19,57,0.0,0.0
22140,La Malhoure,200069391,0,4,45,532,0.0,0.0
22141,Mantallot,200065928,0,2,16,166,0.0,0.0
22143,Matignon,200068989,0,23,115,1656,0.0,0.0
22144,La Méaugon,200069409,1,11,86,1175,100.0,100.0
22145,Mégrit,200068989,0,7,92,764,0.0,0.0
22146,Mellionnec,242200715,0,5,92,407,0.0,0.0
22147,Merdrignac,200067460,0,36,288,2700,,
22148,Mérillac,200067460,0,2,59,230,,
22149,Merléac,200067460,0,3,101,444,,
22150,Le Merzer,200069086,0,6,108,925,0.0,0.0
22152,Minihy-Tréguier,200065928,0,13,102,818,0.0,0.0
22153,Moncontour,200069391,0,12,4,118,0.0,0.0
22155,La Motte,200067460,0,14,251,2098,,
22156,Moustéru,200067981,0,6,96,596,68.04,83.33
22157,Le Moustoir,242900744,0,5,76,553,1.81,0.0
22158,Guerlédan,200067460,0,26,260,2414,,
22160,Noyal,200069391,0,7,48,705,44.89,71.43
22161,Pabu,200067981,0,14,91,1910,71.18,64.29
22162,Paimpol,200067981,1,63,348,6638,92.63,96.83
22163,Paule,242200715,0,7,151,614,0.0,0.0
22164,Pédernec,200067981,0,13,198,1739,16.22,7.69
22165,Penguily,200069391,0,6,67,538,0.0,0.0
22166,Penvénan,200065928,0,20,256,2624,0.0,0.0
22168,Perros-Guirec,200065928,0,47,255,7460,0.0,0.0
22169,Peumerit-Quintin,242200715,0,2,33,146,0.0,0.0
22170,Plaine-Haute,200069409,0,8,144,1674,0.0,0.0
22171,Plaintel,200069409,0,38,269,4154,0.0,0.0
22172,Plancoët,200068989,0,33,122,2574,0.0,0.0
22174,Pléboulle,200068989,0,4,102,668,0.0,0.0
22175,Plédéliac,200069391,0,12,176,1616,0.0,0.0
22176,Plédran,200069409,0,25,344,6609,1.41,0.0
22177,Pléguien,200069086,0,7,129,1318,0.0,0.0
22178,Pléhédel,200067981,0,9,139,1278,0.0,0.0
22179,Fréhel,200068989,0,14,177,1544,0.0,0.0
22180,Plélan-le-Petit,200068989,0,18,139,1860,0.0,0.0
22181,Plélauff,242200715,0,4,114,638,0.0,0.0
22182,Plélo,200069086,0,18,313,3078,21.18,44.44
22183,Plémet,200067460,0,23,339,3428,,
22184,Plémy,200069391,0,10,212,1466,0.0,0.0
22185,Plénée-Jugon,200069391,1,23,345,2344,21.88,13.04
22186,Pléneuf-Val-André,200069391,0,28,204,4572,0.0,0.0
22187,Plérin,200069409,0,81,401,13448,22.81,25.93
22188,Plerneuf,200069086,0,10,63,1040,100.0,100.0
22189,Plésidy,200067981,0,7,105,544,0.0,0.0
22190,Pleslin-Trigavou,200068989,0,21,182,3975,0.0,4.76
22193,Plestan,200069391,1,12,196,1572,80.99,91.67
22194,Plestin-les-Grèves,200065928,0,27,356,3617,0.0,0.0
22195,Pleubian,200065928,0,18,263,2136,0.0,0.0
22196,Pleudaniel,200065928,0,12,158,870,0.0,0.0
22197,Pleudihen-sur-Rance,200068989,1,14,201,2959,77.54,92.86
22198,Pleumeur-Bodou,200065928,0,14,293,3824,0.0,0.0
22199,Pleumeur-Gautier,200065928,0,9,162,1040,0.0,0.0
22200,Pléven,200068989,0,4,54,528,0.0,0.0
22201,Plévenon,200068989,0,4,105,734,0.0,0.0
22202,Plévin,242900744,0,9,110,712,0.0,0.0
22203,Plœuc-L'Hermitage,200069409,0,26,397,3924,0.0,0.0
22204,Ploëzal,200067981,0,6,201,1082,46.69,16.67
22205,Plorec-sur-Arguenon,200068989,0,3,66,436,0.0,0.0
22206,Châtelaudren-Plouagat,200069086,1,35,237,3486,88.73,100.0
22207,Plouaret,200065928,1,13,238,2052,87.36,92.31
22208,Plouasne,200068989,0,12,207,1720,0.0,0.0
22209,Beaussais-sur-Mer,243500725,0,28,257,4136,,
22210,Ploubazlanec,200067981,0,14,244,3104,25.52,21.43
22211,Ploubezre,200065928,0,15,291,3420,51.85,66.67
22212,Plouëc-du-Trieux,200067981,1,6,168,1073,100.0,100.0
22213,Plouër-sur-Rance,200068989,0,18,220,3410,22.36,0.0
22214,Plouézec,200067981,0,10,307,3148,0.0,0.0
22215,Ploufragan,200069409,0,59,309,10750,73.19,79.66
22216,Plougonver,200067981,1,7,158,681,47.87,14.29
22217,Plougras,200065928,0,4,84,412,0.0,0.0
22218,Plougrescant,200065928,0,9,202,1303,0.0,0.0
22219,Plouguenast-Langast,200067460,0,27,340,2350,,
22220,Plouguernével,242200715,0,10,177,1464,0.0,0.0
22221,Plouguiel,200065928,0,8,198,1730,0.0,0.0
22222,Plouha,200069086,0,28,429,4788,0.0,0.0
22223,Plouisy,200067981,0,15,190,1893,68.01,93.33
22224,Ploulec'h,200065928,0,12,115,1626,39.0,58.33
22225,Ploumagoar,200067981,0,24,264,4558,77.6,91.67
22226,Ploumilliau,200065928,0,19,296,2306,0.69,0.0
22227,Plounérin,200065928,1,8,135,679,79.82,87.5
22228,Plounévez-Moëdec,200065928,0,20,264,1318,0.0,0.0
22229,Plounévez-Quintin,242200715,0,6,184,994,0.0,0.0
22231,Plourac'h,200067981,0,3,101,295,0.0,0.0
22232,Plourhan,200069409,0,9,165,1792,0.0,0.0
22233,Plourivo,200067981,3,7,222,2235,56.58,0.0
22234,Plouvara,200069086,1,6,144,1062,76.26,100.0
22235,Plouzélambre,200065928,0,1,44,188,0.0,0.0
22236,Pludual,200069086,0,5,79,662,0.0,0.0
22237,Pluduno,200068989,0,12,201,2093,0.0,0.0
22238,Plufur,200065928,0,5,124,512,47.27,60.0
22239,Plumaudan,200068989,0,9,104,1334,0.0,0.0
22240,Plumaugat,200068989,0,8,202,1082,0.0,0.0
22241,Plumieux,200067460,0,15,138,984,,
22242,Plurien,200069391,0,12,165,1534,0.0,0.0
22243,Plusquellec,200067981,0,4,119,479,56.89,100.0
22244,Plussulien,200067460,0,7,69,482,,
22245,Pluzunet,200065928,0,6,162,966,0.0,0.0
22246,Pommeret,200069391,0,13,142,2024,0.0,0.0
22248,Pommerit-le-Vicomte,200069086,0,11,234,1733,0.0,0.0
22249,Pont-Melvez,200067981,2,8,102,572,100.0,100.0
22250,Pontrieux,200067981,2,18,10,480,100.0,100.0
22251,Pordic,200069409,0,32,343,7451,0.0,0.0
22254,Prat,200065928,0,9,152,1032,0.0,0.0
22255,La Prénessaye,200067460,0,6,117,836,,
22256,Quemper-Guézennec,200067981,0,10,169,996,47.44,50.0
22257,Quemperven,200065928,0,5,54,376,0.0,0.0
22258,Quessoy,200069391,0,25,294,3798,0.0,0.0
22259,Quévert,200068989,0,31,151,3486,86.1,93.55
22260,Le Quillio,200067460,0,6,81,432,,
22261,Quintenic,200069391,0,3,33,308,0.0,0.0
22262,Quintin,200069409,0,28,44,2114,0.0,0.0
22263,Le Quiou,200068989,0,3,27,307,0.0,0.0
22264,La Roche-Jaudy,200065928,0,23,240,2170,0.0,0.0
22265,Rospez,200065928,0,9,129,1698,0.0,0.0
22266,Rostrenen,242200715,0,32,219,2667,0.0,0.0
22267,Rouillac,200069391,0,4,75,400,0.0,0.0
22268,Ruca,200068989,0,3,86,563,0.0,0.0
22269,Runan,200067981,0,2,26,132,19.7,0.0
22271,Saint-Adrien,200067981,0,3,49,320,0.0,0.0
22272,Saint-Agathon,200067981,0,21,147,1884,67.49,95.24
22273,Saint-Alban,200069391,0,13,204,2300,0.0,0.0
22274,Saint-André-des-Eaux,200068989,0,3,32,273,0.0,0.0
22275,Saint-Barnabé,200067460,0,8,114,1233,,
22276,Saint-Bihy,200069409,0,2,42,241,0.0,0.0
22277,Saint-Brandan,200069409,0,18,226,1992,0.0,0.0
22278,Saint-Brieuc,200069409,1,257,352,39290,93.9,96.5
22279,Saint-Caradec,200067460,0,12,122,1042,,
22280,Saint-Carné,200068989,0,8,62,957,0.0,0.0
22281,Saint-Carreuc,200069409,0,11,101,1411,0.0,0.0
22282,Saint-Cast-le-Guildo,200068989,0,21,308,3627,0.0,0.0
22283,Saint-Clet,200067981,0,6,117,800,21.0,16.67
22284,Saint-Connan,242200715,0,2,51,254,0.0,0.0
22285,Saint-Connec,245614433,0,4,43,266,,
22286,Saint-Denoual,200069391,0,7,50,447,0.0,0.0
22287,Saint-Donan,200069409,0,7,164,1396,14.61,0.0
22288,Saint-Étienne-du-Gué-de-l'Isle,200067460,0,4,49,303,,
22289,Saint-Fiacre,200069086,0,3,53,202,0.0,0.0
22291,Saint-Gildas,200069409,0,1,53,225,0.0,0.0
22293,Saint-Gilles-les-Bois,200069086,0,4,52,338,0.0,0.0
22294,Saint-Gilles-Pligeaux,242200715,0,4,72,275,0.0,0.0
22295,Saint-Gilles-Vieux-Marché,200067460,0,2,69,300,,
22296,Saint-Glen,200069391,0,6,69,516,0.0,0.0
22299,Saint-Hélen,200068989,0,4,99,1470,31.22,0.0
22300,Saint-Hervé,200067460,0,2,61,378,,
22302,Saint-Jacut-de-la-Mer,200068989,0,10,54,868,0.0,0.0
22304,Saint-Jean-Kerdaniel,200069086,0,2,73,572,0.0,0.0
22305,Saint-Jouan-de-l'Isle,200068989,0,3,47,452,82.96,100.0
22306,Saint-Judoce,200068989,0,2,68,420,0.0,0.0
22307,Saint-Julien,200069409,0,12,62,1952,0.0,0.0
22308,Saint-Juvat,200068989,0,9,87,670,0.0,0.0
22309,Saint-Launeuc,200067460,0,1,41,167,,
22310,Saint-Laurent,200067981,0,2,53,342,0.0,0.0
22311,Saint-Lormel,200068989,0,7,85,799,0.0,0.0
22312,Saint-Maden,200068989,0,1,33,230,0.0,0.0
22313,Saint-Martin-des-Prés,200067460,0,3,66,299,,
22314,Saint-Maudan,200067460,0,4,40,389,,
22315,Saint-Maudez,200068989,0,2,23,264,0.0,0.0
22316,Saint-Mayeux,200067460,0,7,87,398,,
22317,Saint-Méloir-des-Bois,200068989,0,4,22,217,0.0,0.0
22318,Saint-Michel-de-Plélan,200068989,0,1,42,326,0.0,0.0
22319,Saint-Michel-en-Grève,200065928,0,5,38,364,0.0,0.0
22320,Saint-Nicodème,200067981,0,1,36,118,0.0,0.0
22321,Saint-Nicolas-du-Pélem,242200715,0,20,155,1471,0.0,0.0
22322,Saint-Péver,200069086,0,4,61,351,0.0,0.0
22323,Saint-Pôtan,200068989,0,6,116,762,0.0,0.0
22324,Saint-Quay-Perros,200065928,0,16,57,1134,0.0,0.0
22325,Saint-Quay-Portrieux,200069409,0,23,79,2899,0.0,0.0
22326,Saint-Rieul,200069391,0,5,42,504,94.84,100.0
22327,Saint-Samson-sur-Rance,200068989,1,11,62,1521,100.0,90.91
22328,Saint-Servais,200067981,0,4,90,377,24.93,0.0
22330,Saint-Thélo,200067460,0,3,72,396,,
22331,Sainte-Tréphine,242200715,0,4,30,150,0.0,0.0
22332,Saint-Trimoël,200069391,0,2,49,442,0.0,0.0
22333,Saint-Vran,200067460,0,5,145,782,,
22334,Saint-Igeaux,242200715,0,2,28,99,0.0,0.0
22335,Senven-Léhart,200067981,0,2,53,203,0.0,0.0
22337,Sévignac,200069391,0,5,233,1070,6.07,0.0
22338,Squiffiec,200067981,1,6,73,660,98.79,100.0
22339,Taden,200068989,0,31,132,2068,66.62,83.87
22340,Tonquédec,200065928,0,9,175,1210,0.0,0.0
22341,Tramain,200069391,0,6,71,664,5.12,16.67
22342,Trébédan,200068989,0,6,45,426,0.0,0.0
22343,Trébeurden,200065928,0,19,202,3851,0.0,0.0
22344,Trébrivan,242200715,0,5,109,582,15.12,0.0
22345,Trébry,200069391,0,6,137,758,0.0,0.0
22346,Trédaniel,200069391,0,10,96,800,0.0,0.0
22347,Trédarzec,200065928,0,7,115,960,0.0,0.0
22348,Trédias,200069391,0,3,52,470,0.0,0.0
22349,Trédrez-Locquémeau,200065928,0,7,119,1408,0.0,0.0
22350,Tréduder,200065928,0,3,39,193,0.0,0.0
22351,Treffrin,242900744,0,3,49,386,24.32,0.0
22352,Tréfumel,200068989,0,3,32,284,0.0,0.0
22353,Trégastel,200065928,0,19,130,2552,0.0,0.0
22354,Tréglamus,200067981,0,6,138,911,0.0,0.0
22356,Trégomeur,200069086,0,5,95,930,0.0,0.0
22358,Trégonneau,200067981,0,2,48,418,100.0,100.0
22359,Trégrom,200065928,0,4,89,386,0.0,0.0
22360,Trégueux,200069409,0,49,176,6920,41.8,55.1
22361,Tréguidel,200069086,0,4,62,614,0.0,0.0
22362,Tréguier,200065928,0,27,30,1560,0.0,0.0
22363,Trélévern,200065928,0,8,91,1202,0.0,0.0
22364,Trélivan,200068989,0,11,109,2277,10.63,18.18
22365,Trémargat,242200715,0,4,40,137,0.0,0.0
22366,Trémel,200065928,0,6,67,404,13.88,0.0
22368,Tréméreuc,243500725,0,6,38,743,,
22369,Trémeur,200069391,0,8,90,726,0.0,0.0
22370,Tréméven,200069086,0,1,40,298,0.0,0.0
22371,Trémorel,200067460,0,11,158,1144,,
22372,Trémuson,200069409,0,17,68,1910,75.68,82.35
22373,Tréogan,242900744,0,3,18,74,0.0,0.0
22375,Tressignaux,200069086,0,4,72,636,0.0,0.0
22376,Trévé,200067460,0,8,149,1612,,
22377,Tréveneuc,200069409,0,10,60,861,0.0,0.0
22378,Trévérec,200069086,0,3,28,195,0.0,0.0
22379,Trévou-Tréguignec,200065928,0,12,89,1428,0.0,0.0
22380,Trévron,200068989,0,3,56,592,0.0,0.0
22381,Trézény,200065928,0,2,39,220,0.0,0.0
22383,Troguéry,200065928,0,1,31,194,0.0,0.0
22384,Uzel,200067460,0,12,55,1079,,
22385,La Vicomté-sur-Rance,200068989,0,5,35,1124,100.0,100.0
22386,Le Vieux-Bourg,200069409,0,5,116,691,0.0,0.0
22387,Le Vieux-Marché,200065928,0,15,164,1192,83.31,93.33
22388,Vildé-Guingalan,200068989,0,5,66,1132,0.0,0.0
22389,Yffiniac,200069409,1,33,195,4308,77.88,96.97
22390,Yvias,200067981,0,6,111,753,0.0,0.0
22391,Yvignac-la-Tour,200068989,0,7,152,1108,0.0,0.0
23001,Ahun,200067189,1,19,128,1246,20.42,0.0
23002,Ajain,200034825,0,15,104,840,0.0,0.0
23003,Alleyrat,200044014,0,1,36,134,26.77,0.0
23004,Anzême,200034825,0,5,74,524,0.0,0.0
23005,Arfeuille-Châtain,200067593,0,1,32,132,0.0,0.0
23006,Arrènes,200067510,0,3,45,198,41.67,66.67
23007,Ars,200067189,0,3,53,186,0.0,0.0
23008,Aubusson,200044014,1,44,102,2856,99.19,100.0
23009,Auge,200067544,0,1,22,75,0.0,0.0
23010,Augères,200067510,0,1,28,114,0.0,0.0
23011,Aulon,200067510,0,3,28,164,100.0,100.0
23012,Auriat,200067189,0,1,33,104,0.0,0.0
23013,Auzances,200067593,0,28,53,978,0.0,0.0
23014,Azat-Châtenet,200067510,0,1,20,100,0.0,0.0
23015,Azerables,200067510,0,11,156,721,0.0,0.0
23016,Banize,200067189,0,1,34,138,0.0,0.0
23017,Basville,200067593,0,1,41,146,0.0,0.0
23018,Bazelat,200067510,0,1,46,184,21.2,0.0
23019,Beissat,200066744,0,1,14,26,0.0,0.0
23020,Bellegarde-en-Marche,200067593,0,11,22,275,0.0,0.0
23021,Bénévent-l'Abbaye,200067510,0,17,54,690,1.16,0.0
23022,Bétête,200067544,0,6,70,374,0.0,0.0
23023,Blaudeix,200067544,0,1,15,104,0.0,0.0
23024,Blessac,200044014,0,2,62,448,75.98,100.0
23025,Bonnat,200041556,0,19,145,1254,,
23026,Bord-Saint-Georges,200067544,0,4,80,348,0.0,0.0
23027,Bosmoreau-les-Mines,200067189,0,2,39,203,0.0,0.0
23028,Bosroger,200067593,0,1,15,99,0.0,0.0
23029,Le Bourg-d'Hem,200067510,0,1,37,215,0.0,0.0
23030,Bourganeuf,200067189,0,35,121,2128,0.0,0.0
23031,Boussac,200067544,0,24,14,642,0.0,0.0
23032,Boussac-Bourg,200067544,0,6,123,574,0.0,0.0
23033,La Brionne,200034825,0,3,47,414,0.0,0.0
23034,Brousse,200067593,0,1,7,25,0.0,0.0
23035,Budelière,200067544,0,6,70,563,0.0,0.0
23036,Bussière-Dunoise,200034825,0,10,150,935,0.0,0.0
23037,Bussière-Nouvelle,200067593,0,1,15,72,0.0,0.0
23038,Bussière-Saint-Georges,200067544,0,1,48,224,0.0,0.0
23039,La Celle-Dunoise,200067510,0,9,104,506,0.0,0.0
23040,La Celle-sous-Gouzon,200067544,0,2,40,146,27.65,0.0
23041,La Cellette,200041556,0,4,71,201,,
23042,Ceyroux,200067510,0,1,23,115,69.57,100.0
23043,Chamberaud,200067189,0,1,15,88,0.0,0.0
23044,Chambon-Sainte-Croix,200067510,0,1,8,78,0.0,0.0
23045,Chambon-sur-Voueize,200067544,0,17,79,698,0.0,0.0
23046,Chambonchard,200067544,0,1,24,71,0.0,0.0
23047,Chamborand,200067510,0,2,38,218,0.0,0.0
23048,Champagnat,200067593,0,7,90,400,0.0,0.0
23049,Champsanglard,200041556,0,3,40,234,,
23050,La Chapelle-Baloue,200067510,0,1,28,86,40.35,0.0
23051,La Chapelle-Saint-Martial,200067189,0,1,25,72,0.0,0.0
23052,La Chapelle-Taillefert,200034825,0,5,45,356,0.0,0.0
23053,Chard,200067593,0,1,37,134,0.0,0.0
23054,Charron,200067593,0,2,64,189,0.0,0.0
23055,Châtelard,200067593,0,1,8,27,0.0,0.0
23056,Châtelus-le-Marcheix,200067510,0,5,79,307,0.0,0.0
23057,Châtelus-Malvaleix,200041556,0,7,56,494,,
23058,Le Chauchet,200067593,0,1,20,62,0.0,0.0
23059,La Chaussade,200067593,0,1,18,77,0.0,0.0
23060,Chavanat,200067189,0,1,31,139,0.0,0.0
23061,Chénérailles,200067593,0,18,43,698,0.0,0.0
23062,Chéniers,200067510,0,7,111,532,0.0,0.0
23063,Clairavaux,200066744,0,1,38,128,0.0,0.0
23064,Clugnat,200067544,0,6,122,576,0.0,0.0
23065,Colondannes,200067510,0,3,45,285,0.0,0.0
23066,Le Compas,200067593,0,1,47,190,0.0,0.0
23067,La Courtine,200066744,0,13,61,583,0.0,0.0
23068,Cressat,200067544,0,5,105,542,0.0,0.0
23069,Crocq,200067593,0,15,41,347,0.0,0.0
23070,Crozant,200067510,0,7,111,416,2.17,0.0
23071,Croze,200044014,0,1,45,171,1.17,0.0
23072,Domeyrot,200067544,0,3,50,212,0.0,0.0
23073,Dontreix,200067593,0,8,108,386,0.0,0.0
23074,Le Donzeil,200067189,0,2,41,170,0.0,0.0
23075,Dun-le-Palestel,200067510,0,28,57,930,0.0,0.0
23076,Évaux-les-Bains,200067544,0,23,141,1230,0.0,0.0
23077,Faux-la-Montagne,200044014,0,6,61,349,0.0,0.0
23078,Faux-Mazuras,200067189,0,1,35,176,0.0,0.0
23079,Felletin,200044014,1,23,67,1151,95.74,100.0
23080,Féniers,200066744,0,3,14,86,0.0,0.0
23081,Flayat,200067593,0,5,84,284,0.0,0.0
23082,Fleurat,200067510,0,2,44,294,0.0,0.0
23083,Fontanières,200067593,0,5,33,213,0.0,0.0
23084,La Forêt-du-Temple,200041556,0,2,22,90,,
23086,Fransèches,200067189,0,1,53,227,0.0,0.0
23087,Fresselines,200067510,0,4,123,486,0.0,0.0
23088,Gartempe,200034825,0,1,15,74,97.32,100.0
23089,Genouillac,200041556,0,15,113,664,,
23090,Gentioux-Pigerolles,200044014,0,3,72,340,0.0,0.0
23091,Gioux,200044014,0,1,39,172,0.0,0.0
23092,Glénic,200034825,0,1,88,562,0.0,0.0
23093,Gouzon,200067544,0,20,157,1492,0.8,0.0
23095,Le Grand-Bourg,200067510,0,16,199,1167,0.26,0.0
23096,Guéret,200034825,1,108,234,11296,99.31,100.0
23097,Issoudun-Létrieix,200067593,0,1,69,293,0.0,0.0
23098,Jalesches,200041556,0,1,16,75,,
23099,Janaillat,200067189,0,5,66,315,0.0,0.0
23100,Jarnages,200067544,0,10,35,396,0.0,0.0
