CODGEO,diversite_equip,dens_services,dens_commerces,dens_enseignement,dens_sante,dens_transports,dens_sport_culture,sup_services,sup_commerces,sup_enseignement,sup_sante,sup_transports,sup_sport_culture
77239,2,19.66,2.62,0.0,1.31,0.0,3.28,1,0,0,1,0,0
77240,0,15.37,1.81,0.0,0.9,0.0,1.81,0,0,0,0,0,0
77241,2,12.87,0.99,0.5,2.48,0.0,2.48,0,0,1,1,0,0
77242,0,14.9,0.0,0.0,0.0,0.0,1.86,0,0,0,0,0,0
77243,3,16.04,5.71,0.14,1.42,0.0,1.79,0,1,1,1,0,0
77244,1,18.23,5.61,0.0,0.0,0.0,2.81,0,1,0,0,0,0
77245,1,22.78,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
77246,0,12.09,1.73,0.0,0.0,0.0,3.45,0,0,0,0,0,0
77247,1,20.69,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
77248,1,14.25,0.0,0.0,1.3,0.0,0.0,0,0,0,1,0,0
77249,3,11.83,3.8,0.14,1.69,0.0,1.27,0,1,1,1,0,0
77250,2,30.3,0.0,0.0,0.0,0.0,12.12,1,0,0,0,0,1
77251,4,14.27,13.69,0.14,1.59,0.07,1.3,0,1,1,1,1,0
77252,3,29.67,0.0,0.0,1.75,0.0,6.98,1,0,0,1,0,1
77253,0,12.12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
77254,0,11.49,1.53,0.0,0.0,0.0,0.77,0,0,0,0,0,0
77255,2,12.64,1.35,0.0,1.35,0.45,1.81,0,0,0,1,1,0
77256,0,10.93,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
77257,4,20.18,4.26,0.28,1.14,0.28,3.41,1,1,1,0,1,0
77258,3,10.51,2.8,0.14,1.77,0.07,1.09,0,0,1,1,1,0
77259,0,9.37,1.5,0.0,1.12,0.0,3.75,0,0,0,0,0,0
77260,3,8.33,3.33,0.0,3.33,0.56,2.78,0,1,0,1,1,0
77261,3,13.19,3.3,0.82,1.65,0.0,4.12,0,1,1,1,0,0
77262,2,16.23,4.06,0.0,0.0,0.0,6.09,0,1,0,0,0,1
77263,1,21.74,0.0,0.0,0.0,0.0,4.35,1,0,0,0,0,0
77264,1,20.71,0.67,0.0,0.67,0.0,2.0,1,0,0,0,0,0
77265,0,11.21,1.87,0.0,0.93,0.0,2.8,0,0,0,0,0,0
77266,1,13.99,2.54,0.0,1.27,0.0,2.54,0,0,0,1,0,0
77267,1,25.71,0.0,0.0,0.0,0.0,2.86,1,0,0,0,0,0
77268,2,9.16,1.88,0.11,1.54,0.0,1.65,0,0,1,1,0,0
77269,0,16.37,1.64,0.0,1.09,0.0,3.27,0,0,0,0,0,0
77270,2,15.66,4.18,0.0,2.09,0.0,2.09,0,1,0,1,0,0
77271,1,21.9,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
77272,1,16.32,4.66,0.0,0.0,0.0,2.33,0,1,0,0,0,0
77273,0,8.28,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
77274,1,8.71,2.18,0.0,0.0,0.0,8.71,0,0,0,0,0,1
77275,2,6.58,0.0,0.0,6.58,0.0,6.58,0,0,0,1,0,1
77276,2,19.07,8.78,0.0,0.91,0.0,1.82,1,1,0,0,0,0
77277,1,23.33,2.17,0.0,0.0,0.0,2.71,1,0,0,0,0,0
77278,0,16.99,0.0,0.0,0.0,0.0,2.43,0,0,0,0,0,0
77279,1,11.04,3.86,0.0,0.55,0.0,2.76,0,1,0,0,0,0
77280,1,8.08,0.0,0.0,0.9,0.0,4.49,0,0,0,0,0,1
77281,0,16.67,0.0,0.0,0.0,0.0,2.08,0,0,0,0,0,0
77282,4,19.55,39.11,0.0,2.79,0.0,11.17,1,1,0,1,0,1
77283,0,14.38,1.11,0.0,1.11,0.0,4.42,0,0,0,0,0,0
77284,3,12.95,5.86,0.11,1.55,0.02,1.49,0,1,1,1,0,0
77285,3,11.38,2.87,0.1,1.34,0.05,1.29,0,0,1,1,1,0
77286,0,12.88,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
77287,0,9.96,1.99,0.0,0.0,0.0,1.99,0,0,0,0,0,0
77288,3,17.47,5.19,0.14,1.61,0.02,1.35,0,1,1,1,0,0
77289,0,14.41,0.0,0.0,0.0,0.0,2.88,0,0,0,0,0,0
77290,0,17.24,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
77291,4,23.62,24.61,0.0,2.95,0.0,9.84,1,1,0,1,0,1
77292,1,10.72,1.65,0.0,1.65,0.0,1.65,0,0,0,1,0,0
77293,2,19.59,2.3,0.0,0.0,0.0,4.61,1,0,0,0,0,1
77294,4,15.37,3.49,0.1,1.7,0.1,1.26,0,1,1,1,1,0
77295,0,12.4,0.73,0.0,0.0,0.0,4.38,0,0,0,0,0,0
77296,2,10.3,1.97,0.11,1.48,0.0,1.86,0,0,1,1,0,0
77297,0,9.23,0.0,0.0,0.0,0.0,3.08,0,0,0,0,0,0
77298,1,6.77,4.51,0.0,0.0,0.0,2.26,0,1,0,0,0,0
77300,0,16.03,1.6,0.0,0.0,0.0,1.6,0,0,0,0,0,0
77301,1,24.84,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
77302,1,12.47,2.08,0.0,1.56,0.0,3.64,0,0,0,1,0,0
77303,0,8.55,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
77304,1,76.92,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
77305,3,15.5,5.03,0.18,1.8,0.04,1.08,0,1,1,1,0,0
77306,3,30.3,2.02,0.0,2.02,0.0,8.08,1,0,0,1,0,1
77307,2,11.77,4.66,0.07,1.08,0.0,1.22,0,1,1,0,0,0
77308,2,18.06,4.17,0.0,1.39,0.0,2.78,0,1,0,1,0,0
77309,1,16.01,2.29,0.0,1.72,0.0,3.43,0,0,0,1,0,0
77310,1,26.49,0.0,0.0,0.0,0.0,3.31,1,0,0,0,0,0
77311,1,14.45,2.89,0.0,0.72,0.0,5.06,0,0,0,0,0,1
77312,3,18.7,3.05,0.0,0.76,0.38,2.29,1,1,0,0,1,0
77313,1,8.2,4.1,0.0,0.0,0.0,4.1,0,1,0,0,0,0
77314,2,24.49,0.0,0.0,0.0,0.0,8.16,1,0,0,0,0,1
77315,2,15.27,3.16,0.0,1.05,0.26,2.11,0,1,0,0,1,0
77316,4,12.72,3.89,0.08,1.75,0.08,2.54,0,1,1,1,1,0
77317,3,11.11,3.83,0.19,0.96,0.19,1.34,0,1,1,0,1,0
77318,2,14.83,1.41,0.0,2.82,0.71,3.53,0,0,0,1,1,0
77319,2,21.43,0.0,0.0,0.0,0.0,7.14,1,0,0,0,0,1
77320,4,16.36,3.37,0.17,1.52,0.17,0.84,0,1,1,1,1,0
77321,0,10.59,3.03,0.0,0.0,0.0,0.0,0,0,0,0,0,0
77322,1,13.46,2.45,0.31,0.92,0.0,2.45,0,0,1,0,0,0
77323,1,11.52,0.68,0.0,2.03,0.0,2.71,0,0,0,1,0,0
77325,0,13.81,0.0,0.0,0.0,0.0,2.76,0,0,0,0,0,0
77326,2,8.26,0.64,0.16,1.75,0.0,1.59,0,0,1,1,0,0
77327,4,12.81,5.28,0.11,2.7,0.11,1.57,0,1,1,1,1,0
77328,0,9.83,2.46,0.0,0.0,0.0,0.0,0,0,0,0,0,0
77329,2,13.06,2.9,0.0,1.45,0.0,10.16,0,0,0,1,0,1
77330,3,15.59,6.03,0.15,1.32,0.0,1.91,0,1,1,1,0,0
77331,0,11.9,0.0,0.0,0.0,0.0,2.38,0,0,0,0,0,0
77332,1,17.01,6.8,0.0,0.0,0.0,0.0,0,1,0,0,0,0
77333,3,16.0,7.96,0.15,1.82,0.0,1.67,0,1,1,1,0,0
77335,2,11.76,12.86,0.0,1.37,0.0,1.64,0,1,0,1,0,0
77336,0,13.98,0.82,0.0,0.82,0.0,1.64,0,0,0,0,0,0
77337,3,8.34,2.85,0.06,2.39,0.06,1.36,0,0,1,1,1,0
77338,1,20.17,0.0,0.0,0.0,0.0,3.36,1,0,0,0,0,0
77339,0,9.33,2.2,0.0,0.55,0.0,2.2,0,0,0,0,0,0
77340,0,16.64,1.66,0.0,0.0,0.0,3.33,0,0,0,0,0,0
77341,0,18.23,0.0,0.0,0.0,0.0,2.6,0,0,0,0,0,0
77342,0,8.7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
77343,3,23.81,2.65,0.0,13.23,0.0,7.94,1,0,0,1,0,1
77344,1,8.13,1.63,0.41,0.41,0.0,3.66,0,0,1,0,0,0
77345,1,27.27,1.52,0.0,0.0,0.0,3.03,1,0,0,0,0,0
77347,2,14.04,4.68,0.0,3.51,0.0,2.34,0,1,0,1,0,0
77348,0,16.6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
77349,2,8.61,1.78,0.15,1.34,0.0,1.93,0,0,1,1,0,0
77350,3,18.99,3.29,0.19,1.01,0.05,1.45,1,1,1,0,0,0
77352,0,15.74,2.03,0.0,1.02,0.0,3.05,0,0,0,0,0,0
77353,0,8.66,2.16,0.0,0.0,0.0,0.0,0,0,0,0,0,0
77354,3,22.11,4.21,0.0,0.0,0.0,5.26,1,1,0,0,0,1
77355,3,22.73,5.68,0.0,0.0,0.0,5.68,1,1,0,0,0,1
77356,1,22.73,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
77357,1,17.73,1.18,0.0,1.18,0.0,4.73,0,0,0,0,0,1
77358,0,12.56,1.48,0.0,0.74,0.0,3.69,0,0,0,0,0,0
77359,1,17.65,2.94,0.49,0.49,0.0,3.43,0,0,1,0,0,0
77360,2,32.66,2.51,0.0,0.0,0.0,5.03,1,0,0,0,0,1
77361,1,27.84,2.14,0.0,0.0,0.0,2.14,1,0,0,0,0,0
77363,3,23.9,5.81,0.0,1.29,0.0,3.23,1,1,0,1,0,0
77364,1,19.38,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
77365,1,14.63,0.0,0.0,0.0,0.0,4.88,0,0,0,0,0,1
77366,0,6.85,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
77367,1,10.42,0.0,0.0,0.0,0.0,10.42,0,0,0,0,0,1
77368,2,11.9,5.95,0.0,0.0,1.98,1.98,0,1,0,0,1,0
77369,1,14.4,1.31,0.0,1.31,0.0,1.31,0,0,0,1,0,0
77370,1,19.28,0.0,0.0,0.0,0.0,1.29,1,0,0,0,0,0
77371,2,19.9,1.0,0.0,0.66,0.33,1.99,1,0,0,0,1,0
77372,0,11.78,1.68,0.0,0.96,0.0,2.16,0,0,0,0,0,0
77373,2,17.7,4.99,0.08,1.18,0.0,0.84,0,1,1,0,0,0
77374,1,14.84,0.93,0.0,1.39,0.0,4.17,0,0,0,1,0,0
77376,0,12.84,1.28,0.0,0.0,0.0,3.85,0,0,0,0,0,0
77377,1,9.51,3.03,0.0,1.3,0.0,3.03,0,0,0,1,0,0
77378,1,17.71,3.93,0.0,0.84,0.0,1.97,0,1,0,0,0,0
77379,4,16.73,10.29,0.33,2.51,0.08,2.26,0,1,1,1,1,0
77380,1,9.4,0.0,0.0,0.0,0.0,6.27,0,0,0,0,0,1
77381,1,28.96,1.52,0.0,0.0,0.0,0.0,1,0,0,0,0,0
77382,1,14.54,2.39,0.0,1.29,0.0,2.02,0,0,0,1,0,0
77383,1,18.05,0.0,0.0,1.2,0.0,4.81,0,0,0,0,0,1
77384,1,9.16,3.05,0.0,0.51,0.0,1.53,0,1,0,0,0,0
77385,3,16.16,4.37,0.44,2.62,0.0,3.06,0,1,1,1,0,0
77386,1,16.23,3.25,0.0,0.0,0.0,0.0,0,1,0,0,0,0
77387,1,17.06,6.4,0.0,0.0,0.0,0.0,0,1,0,0,0,0
77388,0,14.71,1.23,0.0,0.0,0.0,1.23,0,0,0,0,0,0
77389,1,11.89,1.55,0.0,1.55,0.0,2.33,0,0,0,1,0,0
77390,1,11.88,2.56,0.09,1.13,0.04,0.82,0,0,1,0,0,0
77391,0,10.14,0.0,0.0,0.0,0.0,4.06,0,0,0,0,0,0
77392,1,10.95,1.99,0.0,2.99,0.0,3.98,0,0,0,1,0,0
77393,3,16.67,6.74,0.35,2.48,0.0,2.48,0,1,1,1,0,0
77394,1,9.78,3.97,0.0,1.22,0.0,1.83,0,1,0,0,0,0
77395,2,24.59,8.2,0.0,0.0,0.0,0.0,1,1,0,0,0,0
77396,1,30.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
77397,3,20.92,3.76,0.0,1.07,0.54,1.61,1,1,0,0,1,0
77398,1,18.79,1.34,0.0,0.0,0.0,0.0,1,0,0,0,0,0
77400,0,15.38,1.1,0.0,1.1,0.0,0.55,0,0,0,0,0,0
77401,0,8.85,2.95,0.0,0.0,0.0,0.0,0,0,0,0,0,0
77402,1,14.79,0.0,0.0,0.0,0.0,5.92,0,0,0,0,0,1
77403,0,9.88,2.47,0.0,0.0,0.0,2.47,0,0,0,0,0,0
77404,1,8.92,2.23,0.0,0.0,0.56,2.79,0,0,0,0,1,0
77405,1,13.82,3.07,0.0,1.02,0.0,3.58,0,1,0,0,0,0
77406,1,18.77,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
77407,4,15.22,3.31,0.07,2.07,0.14,1.38,0,1,1,1,1,0
77408,0,8.73,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
77409,0,9.19,1.06,0.0,1.06,0.0,2.48,0,0,0,0,0,0
77410,0,10.8,2.7,0.0,0.0,0.0,1.35,0,0,0,0,0,0
77411,2,10.77,3.59,0.0,1.8,0.0,0.0,0,1,0,1,0,0
77412,1,18.57,0.0,0.0,0.0,0.0,2.65,1,0,0,0,0,0
77413,3,16.23,1.8,0.26,1.8,0.26,2.06,0,0,1,1,1,0
77414,1,14.46,0.0,0.0,0.0,0.0,10.33,0,0,0,0,0,1
77415,2,17.9,4.67,0.0,2.33,0.0,3.11,0,1,0,1,0,0
77416,2,23.53,0.0,0.0,0.0,0.0,11.76,1,0,0,0,0,1
77417,0,12.05,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
77418,0,5.75,1.15,0.0,0.0,0.0,2.3,0,0,0,0,0,0
77419,1,15.45,2.12,0.0,0.91,0.3,2.12,0,0,0,0,1,0
77420,4,17.16,7.28,0.26,1.3,0.26,2.08,0,1,1,1,1,0
77421,1,31.75,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
77423,1,25.88,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
77424,0,18.52,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
77425,1,13.62,5.45,0.0,0.0,0.0,4.09,0,1,0,0,0,0
77426,0,15.02,3.0,0.0,0.0,0.0,3.0,0,0,0,0,0,0
77427,2,19.58,1.63,0.0,0.0,0.0,4.89,1,0,0,0,0,1
77428,1,8.4,1.2,0.0,0.0,0.0,4.8,0,0,0,0,0,1
77429,0,13.21,1.89,0.0,0.0,0.0,0.0,0,0,0,0,0,0
77430,1,8.97,1.73,0.0,1.57,0.0,1.26,0,0,0,1,0,0
77431,4,13.85,3.88,0.37,1.85,0.18,2.22,0,1,1,1,1,0
77432,1,17.33,0.0,0.0,0.0,0.0,5.1,0,0,0,0,0,1
77433,3,18.18,1.47,0.49,1.47,0.0,5.9,0,0,1,1,0,1
77434,0,13.85,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
77435,1,15.41,1.81,0.0,0.91,0.0,7.25,0,0,0,0,0,1
77436,2,19.82,3.3,0.0,0.0,0.0,1.1,1,1,0,0,0,0
77437,4,18.69,3.63,0.28,2.79,0.0,3.91,1,1,1,1,0,0
77438,3,16.12,6.22,0.16,1.76,0.0,2.71,0,1,1,1,0,0
77439,1,9.39,1.71,0.0,1.71,0.0,2.56,0,0,0,1,0,0
77440,3,19.25,4.37,0.0,1.75,0.0,1.75,1,1,0,1,0,0
77441,3,15.42,3.48,0.5,3.48,0.0,2.49,0,1,1,1,0,0
77442,1,10.31,5.36,0.0,0.82,0.0,1.24,0,1,0,0,0,0
77443,1,17.99,2.57,0.0,2.57,0.0,2.57,0,0,0,1,0,0
77444,0,12.08,0.0,0.0,0.0,0.0,3.02,0,0,0,0,0,0
77445,2,10.03,2.0,0.13,1.51,0.03,1.05,0,0,1,1,0,0
77446,0,8.43,0.0,0.0,0.0,0.0,1.69,0,0,0,0,0,0
77447,1,11.51,3.84,0.0,0.55,0.0,0.0,0,1,0,0,0,0
77448,3,29.72,15.73,0.0,0.0,0.0,5.24,1,1,0,0,0,1
77449,4,17.93,27.51,0.21,2.88,0.1,1.24,0,1,1,1,1,0
77450,2,32.98,17.08,0.0,0.88,0.0,2.94,1,1,0,0,0,0
77451,1,11.63,1.66,0.0,0.0,0.0,4.98,0,0,0,0,0,1
77452,1,29.85,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
77453,2,19.61,1.78,0.0,0.0,0.0,6.24,1,0,0,0,0,1
77454,1,16.71,5.57,0.0,0.0,0.0,0.0,0,1,0,0,0,0
77455,1,20.24,1.48,0.0,0.49,0.0,2.96,1,0,0,0,0,0
77456,0,9.62,1.2,0.0,0.0,0.0,3.61,0,0,0,0,0,0
77457,1,18.68,2.44,0.0,0.81,0.0,2.44,1,0,0,0,0,0
77458,4,16.82,5.87,0.2,1.37,0.2,2.54,0,1,1,1,1,0
77459,0,11.87,2.64,0.0,0.66,0.0,3.96,0,0,0,0,0,0
77460,0,11.98,0.0,0.0,0.0,0.0,2.99,0,0,0,0,0,0
77461,0,9.97,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
77462,1,16.63,1.11,0.0,0.0,1.11,0.0,0,0,0,0,1,0
77463,0,10.55,2.05,0.0,0.88,0.0,3.22,0,0,0,0,0,0
77464,3,14.51,3.17,0.1,1.25,0.1,0.96,0,1,1,0,1,0
77465,1,18.66,1.56,0.0,0.0,0.0,3.11,1,0,0,0,0,0
77466,0,15.96,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
77467,1,20.1,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
77468,2,12.61,2.36,0.13,1.83,0.04,1.65,0,0,1,1,0,0
77469,0,17.2,1.64,0.0,0.82,0.0,0.82,0,0,0,0,0,0
77470,4,16.43,3.72,0.12,2.16,0.12,1.44,0,1,1,1,1,0
77471,1,32.26,2.93,0.0,0.0,0.0,0.0,1,0,0,0,0,0
77472,1,14.61,6.26,0.0,0.0,0.0,0.0,0,1,0,0,0,0
77473,1,11.88,0.0,0.0,0.0,0.0,11.88,0,0,0,0,0,1
77474,1,24.85,2.92,0.0,0.0,0.0,1.46,1,0,0,0,0,0
77475,3,14.76,2.36,0.2,1.77,0.2,1.57,0,0,1,1,1,0
77476,0,17.54,0.0,0.0,0.0,0.0,4.39,0,0,0,0,0,0
77477,3,13.89,5.79,0.0,2.31,0.0,6.94,0,1,0,1,0,1
77478,1,12.1,3.72,0.0,0.93,0.0,1.86,0,1,0,0,0,0
77479,3,8.73,2.74,0.07,1.41,0.07,1.63,0,0,1,1,1,0
77480,1,14.42,1.92,0.0,0.0,0.0,4.81,0,0,0,0,0,1
77481,2,26.74,0.0,0.0,0.0,0.0,5.35,1,0,0,0,0,1
77482,3,17.35,17.08,0.27,2.98,0.0,4.07,0,1,1,1,0,0
77483,2,15.09,3.3,0.0,1.89,0.0,1.41,0,1,0,1,0,0
77484,0,3.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
77485,2,12.3,1.37,0.0,1.37,0.0,6.83,0,0,0,1,0,1
77486,1,22.55,2.25,0.0,0.0,0.0,2.25,1,0,0,0,0,0
77487,2,16.56,2.95,0.09,1.61,0.0,1.43,0,0,1,1,0,0
77489,1,8.55,0.0,0.0,4.27,0.0,0.0,0,0,0,1,0,0
77490,0,14.66,1.47,0.0,0.0,0.0,1.47,0,0,0,0,0,0
77492,0,17.35,0.0,0.0,0.0,0.0,1.58,0,0,0,0,0,0
77493,3,11.88,2.5,0.31,1.25,0.31,3.75,0,0,1,1,1,0
77494,3,16.88,1.92,0.0,2.69,0.38,4.6,0,0,0,1,1,1
77495,3,10.77,3.97,0.11,1.59,0.0,1.59,0,1,1,1,0,0
77496,2,31.75,0.0,0.0,0.0,0.0,5.29,1,0,0,0,0,1
77498,2,15.72,3.14,0.0,3.14,0.0,3.14,0,1,0,1,0,0
77500,1,10.87,0.0,0.0,2.17,0.0,4.35,0,0,0,1,0,0
77501,1,13.85,2.77,0.0,2.77,0.0,2.77,0,0,0,1,0,0
77504,0,18.48,1.85,0.0,0.0,0.0,1.85,0,0,0,0,0,0
77505,0,18.09,0.0,0.0,0.0,0.0,2.58,0,0,0,0,0,0
77506,2,11.57,0.0,0.0,3.86,0.0,5.14,0,0,0,1,0,1
77507,1,9.11,2.28,0.0,0.0,0.0,4.56,0,0,0,0,0,1
77508,3,19.79,4.81,0.53,1.07,0.0,2.14,1,1,1,0,0,0
77509,0,17.86,1.62,0.0,0.0,0.0,0.0,0,0,0,0,0,0
77510,0,10.01,1.43,0.0,0.72,0.0,0.0,0,0,0,0,0,0
77511,2,22.29,4.78,0.0,0.0,0.0,0.0,1,1,0,0,0,0
77512,3,16.73,3.52,0.88,3.52,0.0,4.4,0,1,1,1,0,0
77513,1,10.36,2.59,0.0,2.99,0.0,1.39,0,0,0,1,0,0
77514,2,14.17,3.28,0.11,1.23,0.0,0.93,0,1,1,0,0,0
77515,1,15.74,1.43,0.0,0.0,0.0,7.15,0,0,0,0,0,1
77516,0,16.91,1.21,0.0,0.0,0.0,1.21,0,0,0,0,0,0
77517,1,34.24,2.81,0.0,0.94,0.0,2.35,1,0,0,0,0,0
77518,4,88.24,231.09,0.0,4.2,0.0,21.01,1,1,0,1,0,1
77519,3,17.17,1.72,0.86,5.15,0.0,6.01,0,0,1,1,0,1
77520,2,19.67,3.03,0.0,0.0,0.0,7.56,1,0,0,0,0,1
77521,1,18.55,2.44,0.0,0.0,0.0,0.49,1,0,0,0,0,0
77522,2,20.62,3.44,0.0,0.0,0.0,3.44,1,1,0,0,0,0
77523,0,11.76,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
77524,1,21.36,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
77525,1,18.37,0.0,0.0,0.0,0.0,5.25,0,0,0,0,0,1
77526,1,10.91,0.0,0.0,0.0,0.0,7.27,0,0,0,0,0,1
77527,2,19.06,0.0,0.0,0.0,0.0,5.2,1,0,0,0,0,1
77528,3,15.42,3.43,0.86,1.71,0.0,4.28,0,1,1,1,0,0
77529,0,16.01,1.33,0.0,0.0,0.0,0.67,0,0,0,0,0,0
77530,1,13.16,3.29,0.0,0.0,0.0,3.29,0,1,0,0,0,0
77531,3,25.12,4.29,0.0,1.84,0.0,2.45,1,1,0,1,0,0
77532,2,28.57,14.29,0.0,0.0,0.0,0.0,1,1,0,0,0,0
77533,4,12.82,5.13,0.37,1.46,0.37,3.3,0,1,1,1,1,0
77534,1,21.92,1.04,0.0,0.0,0.0,3.13,1,0,0,0,0,0
78003,1,13.46,2.42,0.0,1.62,0.0,2.42,0,0,0,1,0,0
78005,2,9.69,2.81,0.09,1.4,0.05,1.12,0,0,1,1,0,0
78006,0,10.84,0.0,0.0,0.0,0.0,3.1,0,0,0,0,0,0
78007,1,10.16,2.77,0.0,0.92,0.0,4.62,0,0,0,0,0,1
78009,2,39.01,0.0,0.0,0.0,0.0,7.09,1,0,0,0,0,1
78010,2,16.5,4.71,0.0,1.57,0.0,3.93,0,1,0,1,0,0
78013,1,9.92,0.0,0.0,0.0,0.0,7.94,0,0,0,0,0,1
78015,3,8.47,2.8,0.08,1.44,0.15,0.83,0,0,1,1,1,0
78020,1,11.7,2.13,0.0,1.06,0.0,6.38,0,0,0,0,0,1
78029,4,12.18,8.12,0.08,1.46,0.08,1.46,0,1,1,1,1,0
78030,1,9.12,2.53,0.0,1.52,0.0,3.04,0,0,0,1,0,0
78031,1,12.21,0.0,0.0,0.0,0.0,6.11,0,0,0,0,0,1
78033,1,19.35,0.88,0.0,0.88,0.0,0.88,1,0,0,0,0,0
78034,2,22.2,1.01,0.0,1.01,0.0,5.05,1,0,0,0,0,1
78036,1,9.43,0.0,0.0,3.14,0.0,3.14,0,0,0,1,0,0
78043,3,9.59,4.38,0.55,2.47,0.0,0.55,0,1,1,1,0,0
78048,0,11.68,2.75,0.0,0.69,0.0,2.75,0,0,0,0,0,0
78049,1,11.21,0.0,0.0,1.77,0.0,3.54,0,0,0,1,0,0
78050,0,8.9,0.0,0.0,0.0,0.0,2.97,0,0,0,0,0,0
78053,1,14.06,6.02,0.0,0.0,0.0,2.01,0,1,0,0,0,0
78057,0,13.06,2.18,0.0,0.54,0.0,2.18,0,0,0,0,0,0
78062,3,12.08,2.23,0.13,1.84,0.13,1.58,0,0,1,1,1,0
78068,0,12.37,1.12,0.0,0.0,0.0,3.37,0,0,0,0,0,0
78070,2,17.42,6.97,0.0,0.0,0.0,6.97,0,1,0,0,0,1
78071,1,16.56,0.0,0.0,4.97,0.0,3.31,0,0,0,1,0,0
78072,2,28.57,4.08,0.0,0.0,0.0,0.0,1,1,0,0,0,0
78073,2,13.54,2.85,0.06,2.14,0.0,0.91,0,0,1,1,0,0
78076,1,14.18,0.0,0.0,0.0,0.0,10.64,0,0,0,0,0,1
78077,2,13.26,2.65,0.0,3.98,0.0,9.28,0,0,0,1,0,1
78082,1,23.73,1.58,0.0,0.0,0.0,3.16,1,0,0,0,0,0
78084,1,9.57,1.59,0.0,3.19,0.0,3.19,0,0,0,1,0,0
78087,1,10.36,1.41,0.47,0.94,0.0,4.24,0,0,1,0,0,0
78089,4,16.87,4.57,0.4,2.38,0.2,2.58,0,1,1,1,1,0
78090,2,20.79,3.16,0.0,0.9,0.0,1.81,1,1,0,0,0,0
78092,2,11.63,2.55,0.11,1.33,0.0,1.88,0,0,1,1,0,0
78096,0,13.89,0.0,0.0,0.0,0.0,1.98,0,0,0,0,0,0
78104,2,13.11,1.31,0.0,3.93,0.0,9.17,0,0,0,1,0,1
78107,5,16.77,6.81,0.52,2.62,0.52,5.77,0,1,1,1,1,1
78108,1,12.97,3.05,0.0,0.0,0.0,3.05,0,1,0,0,0,0
78113,2,14.64,1.46,0.0,1.46,0.0,5.86,0,0,0,1,0,1
78117,3,13.18,3.72,0.34,2.03,0.0,3.04,0,1,1,1,0,0
78118,4,30.84,23.95,0.3,2.99,0.0,2.1,1,1,1,1,0,0
78120,1,8.88,2.61,0.0,1.57,0.0,4.18,0,0,0,1,0,0
78123,2,9.06,1.91,0.11,1.75,0.0,1.31,0,0,1,1,0,0
78124,2,13.3,2.19,0.07,1.66,0.0,1.2,0,0,1,1,0,0
78125,2,15.76,3.64,0.0,1.21,0.0,4.85,0,1,0,0,0,1
78126,3,9.28,2.69,0.24,2.1,0.1,1.27,0,0,1,1,1,0
78128,3,10.42,5.21,0.0,1.95,0.0,6.51,0,1,0,1,0,1
78133,3,14.82,15.52,0.17,1.57,0.0,1.92,0,1,1,1,0,0
78138,3,11.64,1.58,0.19,2.33,0.09,1.12,0,0,1,1,1,0
78140,0,14.88,0.0,0.0,0.74,0.0,2.23,0,0,0,0,0,0
78143,1,13.86,1.98,0.0,3.3,0.0,3.96,0,0,0,1,0,0
78146,3,8.77,3.41,0.1,2.16,0.03,0.94,0,1,1,1,0,0
78147,1,15.02,4.29,0.0,0.0,0.0,2.15,0,1,0,0,0,0
78152,2,11.45,3.44,0.0,1.72,0.0,4.01,0,1,0,1,0,0
78158,3,7.5,7.76,0.06,1.91,0.0,0.91,0,1,1,1,0,0
78160,3,9.93,3.97,0.18,2.17,0.0,1.99,0,1,1,1,0,0
78162,2,13.11,1.87,0.0,3.75,0.0,5.62,0,0,0,1,0,1
