codgeo,libgeo,epci,pop,n_types_socle_presents,score_socle,taux_couverture_socle
30315,Saze,248400251,2104,12,39.32,40.32
17153,Esnandes,241700434,2103,14,47.12,48.32
37130,Ligueil,200071587,2103,23,66.87,68.58
45083,Château-Renard,200067668,2103,20,56.08,57.51
72013,Aubigné-Racan,200073112,2103,13,48.92,50.17
25467,Pouilley-les-Vignes,242500361,2102,16,47.13,48.33
47225,Roquefort,200035459,2102,17,64.43,66.08
17185,Le Gua,241700699,2100,18,66.79,68.5
31481,Sainte-Foy-de-Peyrolières,200068815,2100,13,53.22,54.58
77128,Couilly-Pont-aux-Dames,247700438,2100,12,25.78,26.44
34210,Le Pouget,243400694,2099,16,54.82,56.22
42170,Perreux,200035731,2099,17,51.98,53.31
48034,La Canourgue,200069268,2099,18,63.78,65.41
63276,Peschadoires,246301097,2099,12,49.4,50.66
02555,Nogent-l'Artaud,240200584,2098,13,44.24,45.37
26345,Suze-la-Rousse,200042901,2096,16,55.24,56.65
72308,Saint-Paterne - Le Chevain,246100663,2096,12,34.94,35.83
48061,Florac Trois Rivières,200069151,2096,26,80.21,82.26
16187,Linars,200071827,2096,13,53.76,55.13
87038,Chaptelat,248719312,2095,9,31.62,32.43
74083,Combloux,200034882,2095,18,67.43,69.15
18281,Vignoux-sur-Barangeon,241800325,2095,14,46.22,47.4
30152,Les Mages,200066918,2095,15,58.73,60.23
45034,Boigny-sur-Bionne,244500468,2094,16,60.84,62.39
69177,Sourcieux-les-Mines,246900625,2094,6,20.82,21.35
67296,Mittelhausbergen,246700488,2094,9,34.63,35.51
86032,Bonneuil-Matours,248600413,2094,17,61.11,62.67
87064,Eymoutiers,248719353,2094,24,76.47,78.42
03262,Saint-Victor,200071082,2093,12,36.83,37.77
28358,Saint-Prest,200033181,2093,15,50.17,51.45
67226,Ittenheim,200034635,2093,14,54.1,55.48
89074,Champigny,248900896,2092,14,46.97,48.17
11360,Saint-Nazaire-d'Aude,241100593,2091,10,33.92,34.79
50151,Créances,200067031,2091,16,47.98,49.21
55186,Fains-Véel,200033025,2090,16,53.03,54.38
33437,Saint-Magne-de-Castillon,243301454,2090,13,38.03,39.0
37074,Chouzé-sur-Loire,200043081,2089,13,44.24,45.37
59411,Mons-en-Pévèle,200041960,2089,15,61.66,63.23
22232,Plourhan,200069409,2088,12,41.42,42.48
31516,Saint-Sauveur,200034957,2087,11,36.96,37.9
66071,Estagel,200027183,2087,19,55.83,57.26
73204,Le Pont-de-Beauvoisin,247300528,2087,20,58.59,60.09
35273,Saint-Germain-en-Coglès,200070688,2086,11,35.12,36.02
51391,Muizon,200067213,2086,16,53.14,54.5
72262,Loir en Vallée,200070373,2086,18,57.26,58.72
73130,Grignon,200068997,2085,13,48.5,49.74
17376,Saint-Ouen-d'Aunis,200041499,2083,10,37.92,38.89
68062,Carspach,200066041,2083,13,39.27,40.27
73288,Sonnaz,200069110,2082,7,24.32,24.94
31184,Flourens,243100518,2081,18,54.68,56.08
76281,La Frénaye,200010700,2081,15,49.32,50.58
05132,Saint-Bonnet-en-Champsaur,200068096,2080,21,77.05,79.02
38487,Seyssuel,200077014,2080,11,30.67,31.45
91095,Bouray-sur-Juine,249100553,2080,11,27.7,28.41
47179,Monsempron-Libos,200068930,2079,19,61.08,62.64
14610,Saint-Manvieu-Norrey,200065597,2078,10,30.1,30.87
48099,Bourgs sur Colagne,244800470,2078,13,41.18,42.23
14516,Potigny,241400514,2077,18,65.68,67.36
16366,Segonzac,200070514,2077,21,69.8,71.58
34256,Saint-Geniès-des-Mourgues,243400017,2077,12,44.3,45.43
54265,Houdemont,245400676,2076,17,52.86,54.21
67547,Wittisheim,200030526,2076,14,42.69,43.78
69032,Bully,246900625,2076,14,42.44,43.52
67543,Wisches,246700306,2073,12,46.52,47.71
63327,Saint-Bonnet-près-Riom,200070753,2072,13,44.09,45.22
38479,Porte-des-Bonnevaux,200059392,2071,9,20.04,20.55
79076,La Chapelle-Saint-Laurent,200040244,2071,14,43.58,44.69
95450,Neuville-sur-Oise,249500109,2070,8,28.86,29.6
18096,Foëcy,200070571,2069,14,52.27,53.6
62705,Rety,246200380,2069,8,34.24,35.11
69056,Chessy,200040574,2069,12,42.62,43.71
26144,Grane,242600252,2068,15,48.48,49.72
74136,Le Grand-Bornand,247400617,2068,16,57.34,58.8
85162,Rives-d'Autise,248500563,2068,13,42.14,43.22
29257,Saint-Pabu,242900553,2067,12,41.22,42.27
73290,Val-Cenis,200070340,2067,23,81.48,83.56
11258,Moussan,241100593,2066,11,34.4,35.28
22307,Saint-Julien,200069409,2066,13,51.92,53.25
91635,Vauhallan,200056232,2066,12,37.44,38.4
64238,Ger,200067296,2066,21,72.01,73.85
68028,Bergheim,246800577,2066,17,54.21,55.59
33030,Barsac,200069581,2065,12,48.42,49.66
59357,La Longueville,200043321,2065,12,46.52,47.71
59471,Préseau,245901160,2065,14,53.24,54.6
60102,Brenouille,246000921,2065,10,34.5,35.38
02720,Sissonne,240200576,2063,16,64.6,66.25
17351,Saint-Just-Luzac,241700699,2063,13,48.99,50.24
31259,Lacroix-Falgarde,243100633,2063,15,57.4,58.87
85216,Sainte-Gemme-la-Plaine,200073260,2063,15,43.8,44.92
37152,Mettray,243700754,2062,12,49.42,50.68
50551,Saint-Sauveur-le-Vicomte,200067205,2062,21,61.17,62.73
56081,Guiscriff,245614417,2061,17,65.32,66.99
72189,Marolles-les-Braults,200072676,2061,20,75.4,77.33
59470,Prémesques,245900410,2060,7,35.14,36.04
69190,Sainte-Consorce,246900724,2059,12,36.69,37.63
81244,Saint-Benoît-de-Carmaux,200040905,2059,11,25.7,26.36
29091,Kerlouan,242900793,2058,15,53.38,54.74
18011,Argent-sur-Sauldre,200000933,2057,18,55.78,57.2
30214,Ribaute-les-Tavernes,200066918,2057,11,36.12,37.04
40150,Léon,244000857,2057,17,61.02,62.58
49041,Brain-sur-Allonnes,200071876,2057,15,53.69,55.06
57733,Volstroff,245701354,2057,8,23.04,23.63
44171,Saint-Léger-les-Vignes,244400404,2056,9,29.22,29.97
56002,Ambon,200027027,2055,16,53.76,55.13
56055,Étel,200043123,2055,14,47.54,48.75
60341,Lagny-le-Sec,246000871,2055,12,52.9,54.25
59262,Godewaersvelde,200040947,2053,11,46.14,47.32
17447,Le Thou,200041614,2052,12,37.3,38.25
44214,Vay,244400537,2052,9,25.52,26.17
62043,Les Attaques,246201149,2052,16,56.92,58.37
64493,Saint-Palais,200067106,2052,20,60.53,62.08
24442,Saint-Léon-sur-l'Isle,200040095,2051,13,45.02,46.17
35121,Gosné,243500774,2051,13,43.32,44.43
69122,Lucenay,200040574,2051,12,40.46,41.49
62100,Beaurainville,200044030,2050,15,48.25,49.48
72168,Loué,200040475,2050,21,73.5,75.38
64009,Ahetze,200067106,2049,8,32.02,32.84
74131,Frangy,200070852,2049,18,61.78,63.36
81182,Montredon-Labessonnié,200034049,2049,16,55.9,57.33
85095,Froidfond,200071629,2049,10,33.92,34.79
11254,Montréal,200035707,2048,19,62.6,64.2
77521,Villiers-sur-Morin,247700438,2048,6,19.02,19.51
02307,La Ferté-Milon,200071991,2047,20,70.06,71.85
34153,Les Matelles,200022986,2047,13,50.64,51.93
13049,Lamanon,200054807,2046,12,44.3,45.43
27082,La Bonneville-sur-Iton,242700276,2046,16,52.46,53.8
72035,Bessé-sur-Braye,200072692,2046,20,62.13,63.72
72228,Parcé-sur-Sarthe,247200090,2046,12,35.58,36.49
21605,Sennecey-lès-Dijon,242100410,2045,15,51.74,53.06
33523,Targon,200069599,2044,17,59.68,61.2
07325,Ucel,200073245,2044,9,26.24,26.91
44001,Abbaretz,244400537,2043,12,42.34,43.42
45333,Vennecy,244500484,2043,10,34.02,34.89
59084,Blaringhem,200040947,2043,13,46.34,47.52
64067,Assat,246401756,2042,15,46.57,47.76
19202,Sainte-Féréole,200043172,2040,14,52.22,53.55
2A209,Peri,242010056,2040,11,47.42,48.63
49222,Mozé-sur-Louet,200071553,2040,15,47.31,48.52
77359,Perthes,200072346,2040,15,46.9,48.1
84037,Châteauneuf-du-Pape,248400236,2040,17,54.16,55.54
14119,Cagny,200065589,2039,15,51.94,53.27
14257,Évrecy,200066728,2037,19,60.49,62.03
44203,Le Temple-de-Bretagne,200072734,2036,14,46.12,47.3
49201,La Ménitré,244900882,2036,17,54.53,55.92
29078,Hanvec,242900801,2035,12,43.59,44.7
35264,Saint-Didier,200039022,2035,11,40.02,41.04
60647,Trosly-Breuil,246000749,2035,13,48.44,49.68
77433,Beautheil-Saints,200077055,2035,9,27.66,28.37
74116,Etaux,247400724,2034,9,33.36,34.21
2B313,San-Nicolao,200034205,2033,20,69.96,71.75
33438,Saint-Maixant,200043974,2033,11,37.8,38.77
64213,Espelette,200067106,2032,16,54.34,55.73
76608,Sainte-Marguerite-sur-Duclair,200023414,2032,11,36.6,37.53
79213,Pompaire,200041333,2032,12,33.46,34.31
30326,Tavel,200034692,2031,17,51.71,53.03
47015,Astaffort,200035459,2031,20,62.48,64.08
55351,Montmédy,245501259,2031,23,73.17,75.04
2A103,Cuttoli-Corticchiato,242010056,2030,8,27.74,28.45
33015,Arveyres,200070092,2029,17,59.87,61.4
21657,Varois-et-Chaignot,200069540,2029,14,51.3,52.61
2B168,Monticello,200073104,2029,8,34.42,35.3
30312,Sauveterre,248400251,2029,12,44.3,45.43
45154,Gidy,200035764,2029,10,34.44,35.32
52194,Eurville-Bienville,200068666,2029,11,42.72,43.81
57572,Rémilly,200039907,2029,22,71.25,73.07
07339,Vesseaux,200073245,2028,15,46.3,47.48
38336,Reventin-Vaugris,200077014,2028,13,42.08,43.15
56155,Pénestin,244400610,2028,17,57.08,58.54
57545,Plappeville,200039865,2028,9,29.2,29.95
95142,Chars,200035970,2028,14,49.22,50.48
11353,Saint-Marcel-sur-Aude,241100593,2027,14,54.05,55.43
79063,Val en Vignes,247900798,2027,12,33.8,34.66
15083,Jussac,241500230,2026,17,57.06,58.52
90042,Évette-Salbert,200069052,2026,11,35.9,36.82
62371,Givenchy-en-Gohelle,246200364,2026,12,44.3,45.43
77455,Soignolles-en-Brie,200070779,2026,11,32.72,33.56
82115,Monclar-de-Quercy,200066884,2026,16,58.54,60.03
45024,Baule,200070183,2025,19,60.11,61.64
78337,Limetz-Villez,200071074,2025,11,29.8,30.56
38131,Les Côtes-d'Arey,200077014,2024,12,38.0,38.97
62311,Estevelles,246200364,2024,9,35.44,36.34
95078,Boissy-l'Aillerie,200035970,2024,13,45.54,46.7
12169,Naucelle,200068831,2023,23,67.92,69.65
14123,Cairon,200065597,2023,9,36.72,37.66
44119,Paulx,200071546,2023,12,41.81,42.88
68266,Réguisheim,246800445,2023,14,48.5,49.74
28064,Bû,200040277,2022,14,51.22,52.53
59641,Warhem,200040954,2022,10,44.04,45.16
66058,Corneilla-la-Rivière,246600415,2022,14,39.92,40.94
87191,Séreilhac,248719288,2022,12,41.42,42.48
06163,Tende,240600551,2021,21,67.9,69.63
10216,Mailly-le-Camp,200071777,2021,14,47.76,48.98
35097,Domalain,200039022,2021,12,35.84,36.76
87041,Châteauponsac,248719262,2021,21,69.17,70.94
03084,Cosne-d'Allier,200071512,2020,21,64.95,66.61
25133,Châtillon-le-Duc,242500361,2020,18,59.37,60.89
77241,Juilly,200055655,2020,13,45.74,46.91
02543,Neuilly-Saint-Front,200072031,2018,17,56.42,57.86
81042,Burlats,200066561,2018,10,35.62,36.53
35226,Pleugueneuc,243500733,2018,13,42.14,43.22
14408,May-sur-Orne,200066728,2017,13,49.82,51.09
33435,Saint-Macaire,200043974,2017,14,47.48,48.69
43200,Saint-Julien-Chapteuil,200073401,2017,20,60.27,61.81
14060,Bénouville,200065597,2016,13,51.92,53.25
35193,Montreuil-le-Gast,243500667,2016,13,45.42,46.58
62847,Verquigneul,200072460,2016,10,33.39,34.24
68205,Meyenheim,246800445,2016,6,20.62,21.15
02758,Vailly-sur-Aisne,240200501,2015,17,56.95,58.4
63141,Durtol,246300701,2015,14,49.86,51.13
83028,Callas,248300493,2015,11,36.32,37.25
01163,Foissiat,200071751,2014,13,43.52,44.63
52182,Éclaron-Braucourt-Sainte-Livière,200068666,2014,10,41.62,42.68
33001,Abzac,200070092,2013,13,41.68,42.74
16280,Rivières,200068914,2012,10,31.56,32.37
73212,Val-d'Arc,247300676,2012,22,76.8,78.76
51525,Sarry,200066876,2011,13,50.42,51.71
30254,Saint-Geniès-de-Comolas,200034692,2010,12,38.3,39.28
60369,Longueil-Sainte-Marie,246000897,2010,16,57.14,58.6
25043,Bart,200065647,2010,15,43.36,44.47
77441,Samois-sur-Seine,200072346,2010,16,63.86,65.49
12199,Rignac,241200625,2009,21,65.89,67.57
26357,Tulette,200042901,2009,20,65.08,66.74
29097,Lampaul-Guimiliau,242900751,2009,10,33.02,33.86
71372,Romanèche-Thorins,200070308,2009,16,43.8,44.92
73034,Beaufort,200068997,2009,20,67.54,69.26
81281,Sémalens,248100158,2009,14,52.84,54.19
31462,Rouffiac-Tolosan,243100815,2008,19,57.35,58.81
63352,Saint-Germain-Lembron,200070407,2008,20,61.45,63.02
33185,Génissac,200070092,2007,9,23.16,23.75
38340,Les Roches-de-Condrieu,243800778,2007,12,39.66,40.67
22223,Plouisy,200067981,2006,10,32.34,33.17
29167,Plogastel-Saint-Germain,242900710,2006,14,52.84,54.19
38504,Theys,200018166,2006,14,51.5,52.82
42046,Champdieu,200065886,2006,13,50.04,51.32
59120,Caëstre,200040947,2006,13,51.66,52.98
64060,Artiguelouve,200067254,2005,10,39.84,40.86
45270,Saint-Benoît-sur-Loire,200070100,2005,15,51.74,53.06
57708,Verny,200039907,2005,18,63.36,64.98
60149,Chevrières,246000897,2005,11,35.12,36.02
73296,Tignes,247300254,2005,19,61.14,62.7
30241,Saint-Chaptes,243000643,2004,17,59.74,61.27
34203,Pinet,243400819,2004,10,26.24,26.91
50197,Gavray-sur-Sienne,200067023,2004,19,60.88,62.43
79148,Lezay,200069755,2003,20,59.04,60.55
04108,Malijai,200067437,2002,14,50.64,51.93
17091,Charron,200041499,2002,18,67.42,69.14
72287,Saint-Gervais-en-Belin,247200447,2001,13,42.88,43.97
50341,Montebourg,200067205,2001,21,66.92,68.63
61309,Perche en Nocé,200068435,2001,10,38.82,39.81
62025,Ambleteuse,246200380,2001,12,45.36,46.52
02719,Sinceny,200071785,2000,13,47.12,48.32
27365,Léry,200035665,1999,11,42.9,44.0
64068,Asson,246401756,1999,13,49.46,50.72
68040,Bitschwiller-lès-Thann,200036465,1998,16,52.63,53.97
38027,Barraux,200018166,1998,13,38.46,39.44
45030,Beaune-la-Rolande,200071850,1998,23,68.07,69.81
49260,La Romagne,200071678,1998,12,36.14,37.06
62543,Mametz,200069037,1998,15,55.42,56.84
14277,Fontenay-le-Marmion,200066728,1997,13,43.6,44.71
16223,Montbron,200068914,1997,21,70.83,72.64
10115,Creney-près-Troyes,200069250,1997,18,65.63,67.31
38029,La Bâtie-Montgascon,200068567,1997,12,48.14,49.37
72310,Saint-Pavace,200068963,1997,10,31.93,32.75
14287,Frénouville,200065589,1995,6,15.52,15.92
36171,Reuilly,243600236,1995,15,55.31,56.72
68253,Ottmarsheim,200066009,1995,18,53.31,54.67
30257,Saint-Gervasy,243000643,1994,14,47.42,48.63
01250,Misérieux,200042497,1994,10,32.82,33.66
67302,Monswiller,200068112,1994,17,57.41,58.88
26096,Clérieux,200068781,1993,14,52.74,54.09
59499,Rexpoëde,200040954,1992,14,53.12,54.48
27278,Garennes-sur-Eure,200071454,1991,13,42.14,43.22
38081,Charantonnay,243801255,1991,13,47.1,48.3
42013,Bellegarde-en-Forez,200065894,1991,14,51.18,52.49
77146,Croissy-Beaubourg,200057958,1990,19,61.71,63.29
79298,Saint-Symphorien,200041317,1990,10,29.6,30.36
08142,Donchery,200041630,1989,14,48.18,49.41
01360,Saint-Jean-de-Gonville,240100750,1988,11,37.82,38.79
54366,Messein,245400171,1988,11,34.42,35.3
81284,Le Sequestre,248100737,1988,16,51.35,52.66
58149,Luzy,200067882,1988,24,81.99,84.08
35107,Ercé-près-Liffré,243500774,1987,9,23.74,24.35
54521,Thil,245701404,1987,10,32.82,33.66
72289,Sainte-Jamme-sur-Sarthe,200068963,1987,16,46.65,47.84
43080,Craponne-sur-Arzon,200073419,1986,25,79.29,81.31
49368,Vernantes,200071876,1986,14,39.66,40.67
80186,Chaulnes,200070928,1986,19,63.88,65.51
81325,Viviers-lès-Montagnes,248100158,1984,11,42.32,43.4
80071,Beauval,200070951,1984,14,52.64,53.98
29077,Guissény,242900793,1983,13,44.72,45.86
38094,Châtonnay,200059392,1983,15,51.74,53.06
45008,Artenay,200035764,1983,19,55.63,57.05
61116,Sablons sur Huisne,200068435,1983,14,48.74,49.98
83066,Ginasservis,200040202,1983,13,46.76,47.95
14530,Ranville,200065563,1982,13,40.19,41.22
38082,Charavines,243800984,1982,18,61.4,62.97
59388,Marquillies,245900410,1982,10,38.66,39.65
44199,Soudan,200072726,1981,13,44.24,45.37
70258,Froideconche,247000755,1981,16,51.17,52.48
17127,Courçon,200041499,1980,15,49.2,50.46
69235,Saint-Romain-en-Gal,200077014,1980,14,49.16,50.42
29056,La Forest-Landerneau,242900801,1980,8,32.52,33.35
38238,Moidieu-Détourbe,200077014,1980,9,29.4,30.15
79322,Le Tallud,200041333,1980,11,38.64,39.63
81039,Briatexte,200066124,1980,12,45.06,46.21
28201,Jouy,200033181,1979,14,51.22,52.53
57598,Rouhling,200070746,1978,13,42.72,43.81
76235,Envermeu,247600729,1978,21,60.69,62.24
07338,Vernoux-en-Vivarais,200071413,1977,21,73.77,75.65
59559,Sebourg,245901160,1977,15,52.24,53.57
79024,Azay-le-Brûlé,200041994,1977,16,58.04,59.52
70388,Noidans-lès-Vesoul,247000011,1976,19,63.11,64.72
67418,Rountzenheim-Auenheim,200041325,1976,11,36.6,37.53
85098,La Genétouze,200072882,1976,13,43.32,44.43
11315,Rieux-Minervois,200035715,1975,20,57.2,58.66
69175,Savigny,246900625,1975,13,41.74,42.81
71528,Sornay,200071579,1975,12,38.0,38.97
72029,Beaumont-sur-Sarthe,200072700,1974,20,67.65,69.38
76035,Aumale,200069722,1974,23,75.8,77.74
78030,Auffargis,200073344,1974,11,36.6,37.53
80316,Flesselles,200070951,1974,13,53.96,55.34
59511,Rosult,200042190,1973,11,48.62,49.86
44107,Mouzeil,244400552,1973,10,33.02,33.86
46029,Biars-sur-Cère,200066371,1973,20,61.91,63.49
60531,Remy,246000897,1973,12,45.0,46.15
35222,Pleine-Fougères,200070670,1972,20,63.7,65.33
42242,Saint-Joseph,244200770,1972,10,33.72,34.58
68041,Blodelsheim,200066025,1972,10,29.1,29.84
80228,Le Crotoy,200070936,1972,16,59.36,60.88
77352,Ozouer-le-Voulgis,200070779,1970,10,27.77,28.48
28380,Sours,200033181,1969,15,59.44,60.96
52060,Bourbonne-les-Bains,200070332,1969,25,76.25,78.2
73329,Voglans,200068674,1969,14,47.78,49.0
2A228,Pietrosella,200038958,1968,12,51.36,52.67
81116,Labastide-Saint-Georges,200034023,1968,8,23.02,23.61
63022,Auzat-la-Combelle,200070407,1967,12,48.42,49.66
35122,La Gouesnière,243500782,1966,13,37.68,38.64
77384,Réau,200059228,1966,9,23.88,24.49
2B309,Santa-Maria-di-Lota,242000354,1965,13,50.64,51.93
12301,Villeneuve,200069383,1964,20,66.97,68.68
64152,Buros,200067296,1964,10,25.89,26.55
69281,Marennes,246900765,1963,12,44.04,45.16
83101,Ramatuelle,200036077,1963,15,55.88,57.31
21416,Mirebeau-sur-Bèze,200072825,1962,22,57.29,58.75
44099,Moisdon-la-Rivière,200072726,1962,16,48.98,50.23
56157,Plaudren,200067932,1962,13,47.52,48.73
12197,Réquista,241200542,1961,24,74.99,76.9
64109,Bénéjacq,246401756,1961,11,41.16,42.21
53015,La Baconnière,245300355,1961,14,51.24,52.55
59063,Beauvois-en-Cambrésis,200030633,1959,15,53.84,55.21
63349,Saint-Georges-de-Mons,200072098,1959,17,46.86,48.06
88358,Pouxeux,200068757,1959,18,55.56,56.98
62721,Roquetoire,200069037,1957,11,45.44,46.6
40245,Roquefort,200035541,1957,19,63.03,64.64
84131,Taillades,200040442,1957,13,47.39,48.6
71269,Lux,247100589,1957,16,48.66,49.9
56190,Réguiny,245614433,1957,19,67.03,68.74
74161,Marcellaz-Albanais,247400740,1957,11,40.22,41.25
45335,Vienne-en-Val,244500427,1956,14,46.06,47.24
01231,Manziat,200071371,1955,14,51.24,52.55
29120,Lanvéoc,200066868,1955,14,50.06,51.34
35172,Meillac,243500733,1955,10,30.92,31.71
49110,Corzé,200068955,1954,13,36.26,37.19
56120,Locqueltas,200067932,1954,10,26.72,27.4
76563,Saint-Aubin-Routot,247600539,1954,6,19.54,20.04
77405,Saint-Cyr-sur-Morin,200072544,1954,12,38.0,38.97
01148,Dortan,200042935,1953,11,35.84,36.76
69189,Sainte-Colombe,200077014,1953,9,35.42,36.32
91318,Janville-sur-Juine,249100553,1953,7,26.2,26.87
85236,Saint-Julien-des-Landes,248500530,1952,13,47.52,48.73
68267,Reiningue,200066009,1951,12,51.42,52.73
26002,Albon,200040491,1951,14,39.32,40.32
72025,Bazouges Cré sur Loir,247200348,1951,12,42.12,43.2
83026,Cabasse,248300550,1951,12,37.52,38.48
88327,Nomexy,200068757,1951,16,61.55,63.12
14478,Orbec,200069532,1950,21,67.69,69.42
31252,Labastide-Saint-Sernin,243100815,1950,10,45.66,46.83
73100,Domessin,247300528,1950,9,31.62,32.43
41238,Savigny-sur-Braye,200072072,1949,15,50.56,51.85
42289,Saint-Symphorien-de-Lay,244200630,1949,20,62.59,64.19
59522,Sailly-lez-Lannoy,245900410,1949,10,40.62,41.66
68331,Sundhoffen,246800726,1949,14,53.6,54.97
73055,Bozel,200040798,1949,20,71.22,73.04
13013,Belcodène,200054807,1948,10,21.82,22.38
26208,Montoison,242600252,1948,13,47.6,48.82
33415,Saint-Gervais,243301223,1948,8,25.32,25.97
85006,Apremont,200072882,1948,12,36.54,37.47
56012,Beignon,200066785,1947,13,42.62,43.71
68231,Neuf-Brisach,200066025,1947,18,57.63,59.1
85050,Le Champ-Saint-Père,200071900,1947,14,48.38,49.62
71351,Pierre-de-Bresse,247100647,1946,24,71.09,72.91
24068,Le Buisson-de-Cadouin,200034833,1945,21,69.5,71.27
62204,Campagne-lès-Hesdin,200044030,1945,17,50.8,52.1
65340,Orleix,200069300,1944,14,44.55,45.69
07279,Saint-Montan,240700864,1942,12,51.02,52.32
62259,Croisilles,200035442,1942,16,58.48,59.97
25259,Frasne,242504496,1941,18,54.88,56.28
44142,Remouillé,200067635,1941,13,41.24,42.29
14046,Bavent,200065563,1940,12,44.3,45.43
29021,Plounéour-Brignogan-plages,242900793,1940,16,62.42,64.01
17120,Corme-Royal,200036473,1939,17,58.76,60.26
2A139,Lecci,200040764,1939,11,32.96,33.8
62001,Ablain-Saint-Nazaire,246200364,1939,10,38.46,39.44
85273,Saint-Urbain,200071629,1939,4,15.82,16.22
18097,Fussy,200066330,1938,13,44.44,45.57
37011,Avoine,200043081,1938,22,71.55,73.38
43113,Lantriac,200073401,1938,13,47.06,48.26
70473,Saint-Sauveur,247000755,1938,13,37.68,38.64
17387,Saint-Porchaire,241700517,1937,18,57.12,58.58
84070,Malemort-du-Comtat,200035723,1935,13,47.3,48.51
31356,Montaigut-sur-Save,200071314,1934,12,41.27,42.32
38558,Villette-de-Vienne,200077014,1934,13,40.08,41.1
54167,Dommartin-lès-Toul,200070563,1934,17,58.61,60.11
12198,Rieupeyroux,241200807,1933,25,71.81,73.64
22180,Plélan-le-Petit,200068989,1933,17,56.38,57.82
