CODGEO,variete_equip,nb_equip_total,densite_equip_1000hab
95166,8,10,21.79
95169,16,22,33.69
95170,12,16,29.09
95176,67,487,18.21
95177,19,36,28.02
95181,6,6,19.93
95183,33,76,11.15
95197,63,447,19.86
95199,62,409,25.44
95203,73,488,19.23
95205,47,155,21.69
95210,64,474,41.43
95211,33,84,35.25
95212,6,7,55.56
95213,11,12,19.74
95214,3,3,48.39
95218,62,353,19.11
95219,75,477,16.46
95229,44,168,17.55
95241,19,38,17.68
95250,45,172,17.32
95252,76,704,18.76
95253,6,7,13.75
95254,11,13,23.9
95256,28,82,24.6
95257,27,84,18.18
95258,9,11,31.52
95268,75,813,18.98
95270,8,8,15.12
95271,16,20,38.99
95277,74,688,26.5
95280,69,750,24.44
95287,14,24,34.19
95288,47,194,23.05
95295,3,3,21.13
95298,10,15,26.0
95301,4,5,17.24
95303,5,5,24.39
95304,5,7,25.09
95306,73,738,23.35
95308,11,16,27.92
95309,4,5,22.83
95313,70,417,35.2
95316,7,7,25.74
95323,54,257,14.96
95328,7,11,17.11
95331,6,6,31.58
95341,8,9,23.44
95348,11,13,25.0
95351,55,195,16.14
95352,39,98,20.14
95353,14,30,16.61
95355,60,185,31.96
95365,8,10,13.95
95369,23,36,12.43
95370,53,131,38.28
95371,39,93,16.37
95379,5,5,25.25
95387,2,2,31.75
95388,35,70,11.49
95392,36,104,19.95
95394,45,234,23.29
95395,21,35,38.67
95409,36,106,84.53
95422,10,10,29.59
95424,65,447,19.78
95426,26,41,14.17
95427,50,282,19.09
95428,62,372,17.01
95429,13,14,35.9
95430,34,69,16.96
95436,16,27,16.2
95438,1,1,8.85
95445,6,11,14.34
95446,25,41,22.74
95447,8,8,34.04
95450,22,42,20.29
95452,6,11,12.54
95456,5,9,14.63
95459,18,26,36.52
95462,12,12,37.04
95476,69,392,22.69
95480,36,80,14.26
95483,13,15,28.74
95487,54,286,20.43
95488,53,287,28.71
95489,22,35,49.58
95491,44,159,18.94
95492,3,3,33.71
95493,6,6,46.51
95500,74,767,24.48
95504,33,66,16.62
95509,26,49,13.04
95510,24,48,82.33
95523,18,25,55.8
95527,48,214,78.16
95529,11,14,15.87
95535,17,19,17.26
95539,66,392,25.77
95541,18,22,22.31
95543,8,9,37.97
95554,10,13,14.59
95555,63,393,18.83
95563,58,325,20.34
95566,29,50,18.78
95572,68,610,24.38
95574,45,126,17.02
95580,29,55,22.74
95582,66,580,21.67
95584,13,16,24.21
95585,77,1471,25.18
95592,22,39,29.89
95594,17,26,24.88
95598,61,297,16.49
95604,32,65,15.42
95607,75,540,19.98
95610,6,7,23.73
95611,2,2,37.74
95612,32,151,32.9
95625,23,37,27.65
95627,13,17,28.01
95628,14,24,19.75
95633,3,4,40.0
95637,56,211,13.16
95641,25,42,14.75
95651,19,29,33.07
95652,44,143,26.55
95656,9,12,32.61
95658,28,41,36.77
95660,12,20,25.81
95675,17,22,14.07
95676,11,12,24.54
95678,13,24,28.17
95680,65,602,20.88
95682,9,10,51.02
95690,8,8,24.32
18001,7,9,25.86
18002,6,6,31.58
18003,34,54,28.85
18004,19,26,23.4
18005,19,29,26.88
18006,8,8,32.65
18007,3,4,58.82
18008,11,11,22.59
18009,9,11,40.15
18010,2,2,9.95
18011,36,59,28.68
18012,5,8,18.18
18013,6,8,26.76
18014,7,7,47.95
18015,61,145,26.48
18016,13,15,37.22
18017,4,4,14.08
18018,35,52,18.36
18019,10,13,28.89
18020,16,24,28.47
18021,9,11,42.47
18022,10,11,32.45
18023,37,60,36.92
18024,6,6,57.69
18025,14,14,23.22
18026,24,34,34.34
18027,13,14,21.54
18028,19,26,22.26
18029,9,11,37.16
18030,18,22,21.89
18031,13,15,26.64
18032,24,32,23.24
18033,87,1498,23.52
18034,7,7,23.65
18035,13,16,15.83
18036,9,10,19.08
18037,20,33,33.95
18038,15,23,40.64
18039,8,8,25.48
18040,4,5,14.16
18041,7,7,34.83
18042,4,4,11.87
18043,3,4,20.73
18044,6,9,22.39
18045,8,8,20.46
18046,1,1,6.33
18047,14,17,27.82
18048,11,12,31.33
18049,10,13,26.58
18050,34,62,16.79
18051,5,6,45.45
18052,20,25,24.65
18053,7,8,27.68
18054,5,5,20.41
18055,18,22,24.12
18056,9,9,38.3
18057,39,66,38.76
18058,34,44,31.56
18059,22,29,31.22
18060,1,1,21.28
18061,1,1,11.63
18062,6,7,26.32
18063,4,4,25.97
18064,3,5,22.83
18065,12,15,19.18
18066,11,12,13.2
18067,16,20,28.33
18068,1,1,30.3
18069,9,10,24.27
18070,5,5,25.0
18071,1,1,29.41
18072,6,6,25.0
18073,4,4,20.1
18074,4,4,20.1
18075,12,18,17.61
18076,9,9,20.27
18077,8,8,21.62
18078,3,3,47.62
18079,7,9,20.93
18080,2,2,13.89
18081,10,10,25.32
18082,15,18,17.66
18083,25,32,41.5
18084,1,1,5.0
18085,5,5,20.49
18086,7,11,20.04
18087,49,102,28.56
18088,5,5,24.04
18089,8,9,20.55
18090,8,10,24.33
18091,3,4,15.75
18092,12,15,14.94
18093,3,3,22.06
18094,8,8,24.32
18095,4,4,24.69
18096,25,43,20.78
18097,25,38,19.61
18098,3,3,24.0
18099,3,3,13.64
18100,17,20,29.59
18101,5,5,17.18
18102,4,4,13.29
18103,28,37,28.31
18104,4,5,37.88
18105,6,8,17.32
18106,4,4,15.21
18107,3,3,24.39
18108,42,71,22.45
18109,40,63,36.93
18110,18,23,23.91
18111,3,3,16.3
18112,7,8,28.78
18113,3,3,17.05
18114,3,3,13.7
18115,12,12,15.36
18116,7,7,25.93
18117,14,20,39.84
18118,24,37,28.29
18119,5,5,24.39
18120,8,12,20.55
18121,5,5,53.19
18122,2,2,8.97
18124,4,4,13.89
18125,20,33,30.93
18126,21,22,16.05
18127,39,51,38.03
18128,3,4,23.81
18129,7,7,30.84
18130,6,7,23.49
18132,4,5,36.23
18133,16,22,14.12
18134,14,14,21.18
18135,6,7,30.17
18136,8,9,29.51
18137,13,16,32.92
18138,30,46,24.15
18139,13,15,23.11
18140,21,31,23.0
18141,52,158,24.5
18142,12,16,24.21
18143,8,10,26.95
18144,5,6,12.93
18145,22,43,26.64
18146,8,8,26.49
18147,3,3,15.08
18148,27,51,19.29
18149,14,15,27.27
18150,12,16,22.7
18151,4,4,12.2
18152,3,3,27.52
18153,6,7,23.89
18154,3,5,29.41
18155,9,11,26.07
18156,10,10,23.42
18157,11,14,17.72
18158,10,10,11.76
18159,25,33,41.93
18160,40,53,37.06
18161,6,6,26.91
18162,5,5,20.08
18163,6,7,26.22
18164,3,3,21.13
18165,26,34,30.88
18166,11,12,21.51
18167,3,3,10.2
18168,7,7,31.11
18169,3,3,13.22
18170,13,14,20.99
18171,4,4,16.33
18172,31,43,25.43
18173,4,4,14.71
18174,5,5,18.73
18175,18,23,37.83
18176,12,14,34.23
18177,1,1,19.23
18178,5,6,31.25
18179,13,19,19.37
18180,27,41,19.45
18181,6,7,12.99
18182,2,2,9.3
18183,2,2,13.25
18184,5,7,20.0
18185,7,8,34.04
18186,15,18,39.47
18187,15,18,34.75
18188,4,4,19.32
18189,7,10,20.79
18190,17,24,29.13
18191,3,3,17.24
18192,5,5,21.83
18193,3,5,24.75
18194,18,20,20.51
18195,3,3,16.13
18196,2,2,26.32
18197,79,306,32.35
18198,5,5,13.4
18199,6,6,23.81
18200,5,6,21.74
18201,9,12,15.62
18202,3,3,230.77
18203,3,3,31.91
18204,8,10,35.46
18205,68,268,27.79
18206,21,41,26.32
18207,51,141,21.97
18208,8,10,24.63
18209,6,7,15.95
18210,9,11,18.36
18211,12,16,22.6
18212,7,8,12.46
18213,52,150,30.46
18214,8,9,15.1
18215,3,3,21.9
18216,4,4,8.2
18217,3,3,18.75
18218,13,14,21.54
18219,6,7,13.73
18220,3,4,11.59
18221,3,3,10.27
18223,35,61,24.35
18224,6,8,26.76
18225,4,4,15.09
18226,6,7,15.09
18227,6,6,35.93
18228,7,8,36.87
18229,11,17,27.55
18230,1,1,3.53
18231,9,12,16.24
18232,6,6,24.39
18233,35,64,45.62
18234,8,8,18.39
18235,18,20,17.91
18236,2,2,15.04
18237,12,12,25.26
18238,5,5,40.0
18240,24,31,49.05
18241,36,59,44.39
18242,43,82,27.99
18243,7,11,25.88
18244,3,3,38.46
18245,17,19,39.67
18246,17,23,20.72
18247,10,10,13.62
18248,7,8,17.43
18249,8,8,19.9
18250,3,3,44.78
18251,2,2,33.9
18252,8,9,30.51
18253,10,14,30.37
18254,10,12,20.37
18255,12,14,14.3
18256,8,8,23.74
18257,10,13,19.85
18258,12,12,17.39
18259,6,6,20.69
18260,2,2,22.73
18261,9,10,25.19
18262,5,5,15.43
18263,11,15,22.59
18264,2,2,25.32
18265,13,17,21.52
18266,4,4,17.54
18267,31,61,15.23
18268,7,7,17.24
18269,27,35,54.01
18270,13,14,20.0
18271,17,25,16.11
18272,16,17,27.51
18273,8,9,11.26
18274,6,8,25.48
18275,4,4,28.78
18276,3,3,16.13
18277,3,4,114.29
18278,9,9,16.45
18279,83,655,25.84
18280,9,12,17.0
18281,29,59,28.16
18282,10,10,17.57
18283,1,1,12.5
18284,5,5,23.47
18285,4,5,12.32
18286,9,12,26.55
18287,10,11,37.67
18288,7,8,32.26
18289,10,13,22.18
18290,10,13,22.15
28001,27,54,22.25
28003,2,2,13.89
28004,10,11,35.03
28005,20,30,39.79
28006,26,38,21.04
28007,49,116,43.03
28008,5,7,33.49
28009,5,5,70.42
28010,7,8,25.0
28012,36,80,22.37
28013,17,28,18.22
28014,8,8,11.9
28015,51,157,24.97
28016,2,2,17.7
28018,33,50,33.69
28019,4,4,20.1
28021,24,37,23.02
28022,14,17,14.67
28023,14,20,14.88
28024,47,146,82.63
28025,4,6,61.86
28026,8,10,41.84
28027,26,37,30.45
28028,6,6,22.99
28029,6,6,18.58
28030,5,6,21.35
28031,17,17,40.28
28032,6,6,17.44
28033,17,19,23.93
28034,7,9,10.09
28035,14,20,20.66
28036,16,20,23.56
28037,8,9,26.39
28038,3,3,24.0
28039,24,38,22.59
28040,4,5,15.82
28041,3,3,10.71
28045,3,3,12.93
28046,8,9,18.6
28047,16,28,39.05
28048,6,9,12.08
28049,6,6,25.75
28050,6,7,25.83
28051,57,117,24.08
28052,15,17,23.04
28053,7,7,28.81
28054,5,7,13.62
28055,9,12,21.05
28056,17,25,15.03
28057,8,9,15.62
28058,6,10,27.25
28059,37,56,31.02
28060,4,4,15.04
28061,60,126,38.79
28062,16,29,32.88
28064,29,57,28.19
28065,3,3,28.3
28067,3,4,46.51
28068,7,10,23.04
28070,31,65,17.54
28071,10,12,16.85
28072,5,6,15.11
28073,5,7,20.23
28074,7,7,28.57
28075,16,22,21.74
28076,4,4,19.8
28077,3,4,23.95
28078,3,3,16.39
28079,9,11,35.71
28080,5,6,23.53
28081,4,4,13.47
28082,9,12,18.35
28084,7,8,11.82
28085,86,1006,26.17
28086,11,12,38.46
28087,7,12,51.28
28088,76,380,29.44
28089,42,83,31.68
28090,4,6,56.07
28091,6,7,47.95
28092,6,6,25.86
28094,16,37,22.22
28095,3,3,10.64
28096,20,31,23.96
28098,31,56,30.65
28099,12,22,19.98
28100,7,7,15.18
28102,11,12,16.17
28103,49,132,23.53
28104,11,16,17.66
28105,12,15,27.37
28106,9,10,25.32
28107,8,10,28.65
28108,3,3,12.99
28109,5,5,15.72
28110,34,91,22.25
28111,8,12,33.15
28113,18,36,27.05
28114,2,2,14.71
28116,47,96,34.21
28117,7,8,29.63
28118,7,10,23.58
28119,4,4,27.03
28120,8,11,24.72
28121,3,3,28.57
28122,19,30,20.07
28123,6,6,13.42
28124,9,15,19.87
28126,5,5,25.38
28127,19,30,24.06
28128,7,8,18.43
28129,14,17,22.16
28130,14,20,20.0
28132,10,14,21.24
28134,83,848,27.46
28135,19,30,25.1
28136,6,7,43.48
28137,11,13,15.8
28139,3,3,17.05
28140,48,136,24.51
28141,5,7,21.88
28142,6,7,37.84
28143,5,5,20.41
28144,3,3,15.0
28146,18,29,34.73
28147,10,16,26.1
28148,4,4,10.78
28149,22,25,44.17
28151,3,3,17.05
28153,4,6,28.85
28154,26,50,30.03
28155,2,2,10.36
28156,15,18,20.34
28157,3,4,28.57
28158,21,35,30.36
28159,6,9,26.32
28160,13,18,20.13
28161,10,11,22.31
28162,4,4,13.84
28163,6,7,32.11
28164,13,19,25.57
28166,3,4,15.44
28167,6,7,18.37
28168,38,80,22.29
28169,10,27,122.17
28170,5,6,21.35
28171,15,23,23.64
28172,11,11,14.63
28173,16,25,16.87
28175,2,2,11.24
28176,10,13,19.09
28177,17,45,59.21
28178,5,5,15.15
28180,9,10,20.41
28182,3,3,9.49
28183,10,14,20.74
28184,9,10,29.41
28185,10,17,12.99
28187,13,19,28.23
28188,11,23,25.03
28189,3,3,17.54
28190,9,10,21.69
28191,32,50,18.64
28192,6,6,18.69
28193,4,4,31.5
28194,11,12,29.34
28195,9,11,14.69
28196,48,101,31.33
28197,2,2,15.38
28198,9,11,13.89
28199,41,79,31.45
28200,5,5,11.82
28201,25,40,20.21
28202,6,8,24.46
28203,5,6,9.46
28206,14,18,27.15
28207,5,5,21.1
28208,8,10,26.53
28209,36,99,17.61
28210,3,3,13.33
28211,8,9,15.62
28212,3,3,14.35
28213,10,17,25.04
28214,52,100,30.6
28215,7,7,28.0
28216,5,6,28.3
28217,7,9,47.87
28218,57,251,16.09
28219,6,8,19.18
28220,55,160,23.94
28221,2,2,14.71
28222,6,7,18.13
28223,16,25,15.89
28225,8,8,12.48
28226,14,19,20.86
28227,54,131,29.12
28229,55,151,13.66
28230,6,6,15.35
28231,4,5,31.06
28232,10,16,26.71
28233,22,36,31.61
28234,4,6,12.22
28235,10,10,24.63
28236,32,75,34.09
28237,7,7,33.82
28239,15,23,23.35
28240,11,13,26.05
28242,3,3,29.13
28243,3,3,14.08
28245,9,9,24.19
28246,7,9,17.14
28247,10,19,33.22
28248,5,6,17.96
28249,9,10,16.16
28251,17,34,32.23
28252,2,2,11.3
28253,14,33,29.36
28254,9,17,21.28
28255,3,4,24.54
28256,7,8,18.18
28257,1,1,11.11
28259,3,4,11.94
28260,2,2,20.0
28261,9,13,21.92
28263,4,4,15.94
28264,2,2,14.6
28265,4,4,15.62
28267,7,10,19.16
28268,1,1,66.67
28269,21,40,20.86
28270,4,4,18.02
28271,5,5,38.76
28272,4,4,26.67
28273,4,4,28.99
28274,3,3,12.45
28275,12,14,20.93
28276,4,4,19.61
28277,4,4,13.42
28278,26,39,26.46
28279,50,134,33.65
28280,75,293,31.37
28281,11,15,29.59
28282,7,10,23.15
28283,3,3,10.75
28284,10,11,39.71
28285,7,7,20.65
28286,10,14,22.4
28287,26,34,34.38
28289,6,6,26.91
28290,6,8,28.47
28291,21,24,46.24
28292,8,11,14.32
28293,17,22,18.47
28294,11,11,21.15
28296,3,3,11.28
28298,26,53,19.06
28299,4,4,24.84
28300,3,3,18.4
28301,10,12,26.73
28302,23,31,28.31
28303,4,4,42.11
28304,11,12,27.03
28305,6,6,20.69
28306,4,4,21.86
28308,5,6,22.99
28309,19,25,22.96
28310,5,6,23.9
28312,3,3,23.08
28313,4,4,20.41
28314,3,4,28.37
28315,1,1,43.48
28316,2,3,23.44
28317,12,15,26.04
28319,9,13,38.12
28321,12,17,20.41
28322,8,8,16.7
28323,4,4,14.04
28324,11,16,18.04
28325,15,19,17.34
28326,4,5,14.16
28327,4,5,26.04
28329,3,3,19.61
28330,16,26,19.62
28331,18,24,25.7
28332,15,23,21.02
28333,3,3,20.41
28334,40,75,35.23
28335,9,12,14.32
28336,4,4,40.82
28337,34,66,23.92
28339,4,6,16.26
28341,3,4,15.87
28342,8,10,37.88
28343,9,10,21.98
28344,5,6,22.99
28346,2,3,53.57
28347,16,27,29.41
28348,40,83,20.43
28349,6,7,26.72
28350,16,27,27.72
28351,9,10,25.06
28352,17,23,14.6
28353,7,8,20.1
28354,4,4,8.42
28355,4,7,23.57
28357,21,33,30.25
28358,28,43,20.54
28359,29,77,18.98
28360,14,16,17.3
28362,12,12,23.67
28363,24,31,30.13
28364,16,20,26.85
28365,7,11,26.57
28366,6,7,21.81
28367,7,8,25.48
28368,4,4,19.61
28369,10,16,20.18
28370,6,11,22.92
28371,22,38,34.58
28372,7,8,14.63
28373,47,102,34.17
28374,9,10,18.55
28375,8,9,24.73
28377,17,27,15.68
28378,12,15,29.7
28379,8,11,23.01
28380,23,41,20.82
28382,10,15,17.01
28383,8,11,15.67
28385,13,14,31.96
28386,10,25,20.02
28387,32,39,39.71
28388,19,32,30.56
28389,6,7,20.83
28390,3,3,9.68
28391,37,69,26.54
28392,5,5,30.12
28393,25,54,24.45
28394,20,32,22.38
28395,8,9,20.98
28396,4,4,12.78
28397,9,11,27.43
28398,17,33,27.57
28400,6,7,36.27
28401,6,9,19.74
28403,10,12,15.83
28404,58,289,23.2
28405,13,20,18.05
28406,14,36,28.99
28407,7,7,24.48
28408,3,4,35.4
28409,3,4,9.07
28410,7,7,23.26
28411,2,3,17.44
28414,1,1,17.86
28415,24,50,29.14
28417,18,27,19.81
28418,4,4,24.69
28419,4,4,11.94
28421,7,7,27.03
28422,50,114,28.95
28423,10,10,16.47
28424,17,27,16.32
28425,9,11,19.5
28426,17,22,45.27
36001,45,72,52.98
36002,3,3,26.32
36003,17,22,24.86
36004,6,6,18.99
36005,40,80,21.18
36006,66,168,34.65
36007,17,18,30.56
36008,3,3,12.88
36009,18,24,19.69
36010,18,22,25.82
36011,5,5,28.9
36012,5,7,19.34
36013,7,8,19.56
36014,3,3,15.23
36015,2,2,38.46
36016,22,32,34.63
36017,11,12,33.06
36018,69,202,32.56
36019,3,3,9.62
36020,2,2,26.67
36021,13,17,19.86
36022,7,8,20.3
36023,7,7,26.82
36024,1,1,8.06
36025,8,9,14.93
36026,11,14,22.99
36027,2,2,8.26
36028,6,7,58.82
36029,4,4,17.62
36030,6,6,24.79
36031,52,116,25.75
36032,9,16,23.19
36033,5,5,12.85
36034,40,81,29.31
36035,26,38,36.22
36036,6,7,46.05
36037,5,6,20.48
36038,2,2,15.5
36040,2,2,20.83
36041,3,4,29.63
36042,8,8,11.35
36043,11,11,20.11
36044,90,1068,24.86
36045,44,76,32.99
36046,67,153,37.93
36047,9,12,24.19
36048,4,4,14.76
36049,2,2,16.0
36050,9,11,24.61
36051,5,5,28.25
36052,4,4,26.67
36053,13,15,28.63
36054,3,3,12.93
36055,22,31,31.03
36056,26,33,33.74
36057,12,16,17.98
36058,11,12,19.61
36059,5,5,21.83
36060,16,22,31.25
36061,4,5,15.29
36062,10,11,23.76
36063,50,160,20.98
36064,13,13,17.13
36065,7,8,30.53
36066,7,9,19.48
36067,3,4,38.46
36068,7,8,18.6
36069,33,41,34.4
36070,34,53,40.24
36071,17,19,18.83
36073,3,3,14.29
36074,12,14,26.12
36075,1,1,12.05
36076,9,10,39.06
36077,6,6,23.81
36078,7,8,22.66
36079,3,3,39.47
36080,1,1,13.51
36081,6,9,33.09
36082,4,4,16.06
36083,3,3,25.21
36084,4,5,17.73
36085,6,7,28.69
36086,7,7,17.99
36087,10,11,36.3
36088,77,286,26.02
36089,7,9,22.11
36090,1,1,8.47
36091,8,8,12.18
36092,6,6,23.08
36093,42,70,24.63
36094,12,15,32.89
36095,2,2,18.18
36096,5,6,29.56
36097,6,6,18.58
36098,2,2,23.81
36099,9,9,30.0
36100,3,3,11.81
36101,21,34,21.73
36102,2,2,19.23
36103,27,39,29.7
36104,7,8,35.4
36105,8,9,33.58
36106,7,7,45.16
36107,16,21,28.34
36108,2,2,9.76
36109,16,21,20.49
36110,3,4,15.44
36111,5,6,31.41
36112,11,12,16.26
36113,17,24,25.83
36114,7,9,29.7
36115,2,2,14.93
36116,2,2,17.09
36117,11,14,33.02
36118,8,11,29.73
36119,10,10,18.38
36120,17,21,31.53
36121,1,1,5.92
36122,5,5,25.64
36123,27,35,36.08
36124,9,9,37.04
36125,6,6,53.1
36126,9,13,29.08
36127,21,37,23.78
36128,22,34,20.59
36129,8,11,18.55
36130,2,2,19.23
36131,8,8,17.17
36132,1,1,12.2
36133,3,3,14.49
36134,9,10,24.75
36135,8,9,31.8
36136,2,2,15.87
36137,6,7,19.5
36138,5,5,26.6
36139,13,13,19.76
36140,24,35,30.09
36141,35,54,32.77
36142,21,30,20.09
36143,12,14,31.46
36144,6,7,23.97
36145,7,9,43.06
36146,14,16,22.66
36147,3,3,21.43
36148,10,11,26.63
36149,17,20,25.19
36150,9,10,19.76
36152,11,11,25.17
36153,7,8,23.12
36154,22,31,17.06
36155,21,28,35.26
36156,7,8,20.0
36157,4,4,8.93
36158,15,16,20.67
36159,48,103,17.64
36160,7,7,31.96
36161,17,20,21.05
36162,21,29,35.5
36163,16,20,31.3
36164,5,6,26.09
36165,16,22,21.53
36166,5,5,29.76
36167,3,3,19.87
36168,17,19,32.82
36169,9,9,17.93
36170,4,4,39.6
36171,30,48,24.06
36172,12,15,30.06
36173,12,15,28.85
36174,5,5,13.97
36175,6,6,21.82
36176,15,19,33.04
36177,6,6,19.17
36178,5,8,29.63
36179,10,13,58.04
36180,17,20,24.51
36181,4,4,25.32
36182,26,30,56.39
36184,6,7,14.74
36185,5,5,14.2
36186,5,6,24.9
36187,2,2,14.71
36188,4,4,23.39
36189,20,31,32.06
36190,2,3,11.45
36191,7,9,17.37
36192,40,60,34.84
36193,3,3,11.86
36194,17,27,28.82
36195,10,11,19.23
36196,1,1,10.64
36197,6,8,26.06
36198,11,14,34.83
36199,12,14,12.54
36200,26,36,23.86
36202,56,195,53.56
36203,1,1,17.54
36204,7,8,24.84
36205,3,3,30.3
36207,16,17,28.19
36208,32,44,56.77
36209,7,7,26.82
36210,7,8,26.85
36211,6,6,13.27
36212,4,4,24.84
36213,5,5,19.69
36214,5,5,16.61
36215,9,11,22.49
36216,3,3,48.39
36217,1,1,10.2
36218,4,4,27.59
36219,8,9,13.8
36220,14,18,20.16
36221,12,12,30.69
36222,2,2,8.62
36223,6,6,41.96
36224,32,39,34.85
36225,2,2,11.36
36226,10,15,42.98
36227,4,4,16.46
36228,51,86,37.87
36229,18,21,22.36
36230,39,57,29.6
36231,18,22,22.59
36232,17,21,19.44
36233,10,12,15.38
36234,9,10,29.85
36235,9,10,26.53
36236,11,11,35.14
36237,16,21,30.3
36238,3,3,30.3
36239,8,8,17.17
36240,5,5,17.36
36241,29,55,20.78
36242,2,2,19.23
36243,5,7,22.08
36244,19,27,30.89
36246,3,3,17.54
36247,18,24,19.37
36248,7,7,30.7
37001,18,19,16.77
37002,27,51,29.13
37003,76,356,27.52
37004,8,15,34.8
37005,8,8,16.0
37006,29,53,19.39
37007,5,5,29.59
37008,33,60,21.4
37009,8,8,18.87
37010,15,26,11.87
37011,45,73,37.67
37012,10,12,22.06
37013,13,18,38.38
37014,53,147,42.71
37015,31,63,20.45
37016,10,10,28.25
37018,51,185,22.51
37019,12,16,34.12
37020,16,28,15.92
37021,21,34,19.26
37022,24,51,18.97
37023,6,9,37.34
37024,19,34,36.48
37025,9,13,18.79
37026,14,18,35.29
37027,59,173,32.77
37028,10,13,17.96
37029,7,7,21.54
37030,10,12,15.09
37031,55,118,31.65
37032,5,5,18.18
37033,3,4,18.6
37034,9,9,28.75
37035,7,8,28.37
37036,5,6,30.15
37037,5,5,24.51
37038,13,15,20.58
37039,15,20,41.41
37040,3,3,11.76
37041,8,8,24.77
37042,8,9,48.91
37043,12,21,20.39
37044,6,6,16.26
37045,18,25,23.79
37046,12,13,30.95
37047,15,22,17.71
37048,7,7,21.6
37049,20,29,23.46
37050,68,436,37.62
37051,18,25,30.9
37052,14,18,15.97
37053,5,6,52.17
37054,32,62,17.62
37055,14,18,22.44
37056,4,4,7.09
37057,12,13,19.12
37058,15,29,19.96
37059,20,29,21.71
37060,17,32,23.95
37061,15,16,33.4
37062,39,62,36.07
37063,60,143,30.25
37064,5,6,28.44
37065,12,22,39.78
37066,12,16,28.88
37067,23,38,20.86
37068,14,19,26.61
37069,6,6,25.64
37070,12,16,47.06
37071,3,4,30.53
37072,70,269,33.41
37073,14,18,31.3
37074,28,43,20.58
37075,12,14,30.11
37076,11,15,39.37
37077,28,73,19.0
37078,7,7,16.55
37079,18,39,21.96
37080,1,1,4.88
37081,22,40,28.55
37082,7,10,21.83
37083,34,55,30.25
37084,10,15,27.32
37085,15,24,30.3
37086,6,8,16.49
37087,6,8,33.2
37088,2,2,17.7
37089,12,15,22.69
37090,3,3,27.03
37091,24,45,18.45
37092,8,8,12.25
37093,11,15,28.25
37094,10,13,23.01
37095,9,10,29.24
37096,11,17,27.07
37097,11,11,16.57
37098,13,18,25.1
37099,19,29,29.8
37100,6,7,17.5
37101,5,5,32.05
37103,4,4,26.85
37104,44,144,23.2
37105,6,6,22.56
37106,5,5,15.72
37107,6,6,25.32
37108,10,15,21.34
37109,53,187,17.41
37110,18,25,18.04
37111,23,41,27.48
37112,13,13,34.85
37113,28,40,46.08
37114,2,2,11.43
37115,52,110,33.39
37116,17,25,44.4
37117,17,31,35.8
37118,20,27,19.24
37119,37,58,36.87
37121,9,10,40.65
37122,77,677,17.73
37123,55,136,31.37
37124,24,49,19.62
37125,9,11,24.28
37126,3,3,8.7
37127,6,6,18.4
37128,18,38,29.07
37129,13,17,15.86
37130,40,65,30.91
37131,19,24,19.23
37132,71,230,37.22
37133,11,12,26.03
37134,12,16,23.12
37136,8,12,22.68
37137,5,5,35.97
37138,15,18,20.81
37139,41,89,17.54
37140,6,6,22.9
37141,17,21,21.85
37142,11,14,24.96
37143,24,34,24.87
37144,5,5,9.82
37145,3,3,12.35
37146,8,8,36.7
37147,11,13,23.09
37148,14,17,27.91
37149,11,14,29.05
37150,16,28,19.66
37151,27,44,13.37
37152,23,40,19.4
37153,39,97,20.48
37154,42,112,23.74
37155,7,10,15.58
37156,60,222,20.09
37157,19,20,63.9
